iteration,loss
420,0.002462314
421,0.002244018
422,0.002415034
423,0.002644323
424,0.002868352
425,0.002426998
426,0.002919098
427,0.002625446
428,0.002524549
429,0.002524368
430,0.002517764
431,0.002252575
432,0.002110152
433,0.002204647
434,0.004730374
435,0.002528941
436,0.002129736
437,0.002724912
438,0.003019984
439,0.002634042
440,0.002560836
441,0.002411708
442,0.002705646
443,0.002884923
444,0.003487505
445,0.003278682
446,0.002840005
447,0.002548928
448,0.002861662
449,0.003590089
450,0.00268587
451,0.003015292
452,0.002602152
453,0.002789372
454,0.003186433
455,0.002525807
456,0.002370604
457,0.003052009
458,0.002746675
459,0.002527385
460,0.002838794
461,0.002215158
462,0.002338276
463,0.002123426
464,0.00218961
465,0.002280591
466,0.002273364
467,0.001974193
468,0.002051024
469,0.002390282
470,0.00256424
471,0.00232467
472,0.002146991
473,0.002716861
474,0.002852299
475,0.002411902
476,0.002554901
477,0.002343005
478,0.002260972
479,0.00220814
480,0.002568339
481,0.001942581
482,0.002491402
483,0.001915198
484,0.002288179
485,0.002112783
486,0.001819462
487,0.002209379
488,0.002229295
489,0.002339034
490,0.002395209
491,0.004853884
492,0.002116273
493,0.001874209
494,0.002269675
495,0.002256193
496,0.002457021
497,0.002960603
498,0.002200771
499,0.002226738
500,0.002442447
501,0.002694593
502,0.002182552
503,0.002190676
504,0.002437498
505,0.002043831
506,0.002181355
507,0.002061643
508,0.003580945
509,0.002041614
510,0.003190634
511,0.00234165
512,0.003283366
513,0.002807216
514,0.002299732
515,0.002862103
516,0.002305423
517,0.002791889
518,0.002376537
519,0.002341621
520,0.002752204
521,0.002153419
522,0.002354433
523,0.002925295
524,0.00253174
525,0.002730305
526,0.003703933
527,0.002636187
528,0.002413928
529,0.00254705
530,0.002447184
531,0.002065153
532,0.002559066
533,0.002104302
534,0.00312868
535,0.002089573
536,0.00219291
537,0.00224397
538,0.002362831
539,0.002192148
540,0.002460208
541,0.002298573
542,0.002495328
543,0.002278159
544,0.002278733
545,0.002326092
546,0.001964675
547,0.002364368
548,0.002033175
549,0.001801111
550,0.002203385
551,0.002054229
552,0.001924168
553,0.001825106
554,0.002491156
555,0.001875672
556,0.001915553
557,0.001963987
558,0.001939826
559,0.001865512
560,0.001778491
561,0.001942199
562,0.002732438
563,0.002709376
564,0.001822631
565,0.001939905
566,0.002807348
567,0.001972985
568,0.002013564
569,0.001728699
570,0.001883553
571,0.001815844
572,0.002417763
573,0.001618558
574,0.002526232
575,0.002255909
576,0.002208462
577,0.002234401
578,0.002359841
579,0.001933461
580,0.00205585
581,0.002067287
582,0.0016527
583,0.002022428
584,0.00182436
585,0.002208889
586,0.002370693
587,0.001907576
588,0.001979378
589,0.002307811
590,0.001902245
591,0.002555731
592,0.002457335
593,0.00213959
594,0.002317348
595,0.002745641
596,0.002329926
597,0.001908806
598,0.002194545
599,0.001867143
600,0.001799759
601,0.001761647
602,0.001773087
603,0.001910958
604,0.001719632
605,0.001499869
606,0.00201148
607,0.001732108
608,0.001591817
609,0.001890149
610,0.002566641
611,0.002141444
612,0.00194776
613,0.002498075
614,0.002750756
615,0.001733836
616,0.00226461
617,0.002276412
618,0.001931236
619,0.002290973
620,0.001943445
621,0.00191529
622,0.002150327
623,0.002296489
624,0.001964643
625,0.001798664
626,0.001577022
627,0.001897629
628,0.002017243
629,0.001757703
630,0.00195417
631,0.001821367
632,0.001588695
633,0.001855378
634,0.001846225
635,0.001763321
636,0.002044848
637,0.00182612
638,0.001767171
639,0.001517743
640,0.001975059
641,0.001849027
642,0.001880868
643,0.00205854
644,0.001499977
645,0.001931635
646,0.002070489
647,0.002497076
648,0.002046291
649,0.001986469
650,0.001982494
651,0.001769496
652,0.002247064
653,0.001954422
654,0.001978328
655,0.002179197
656,0.001746541
657,0.002188327
658,0.001953335
659,0.001731653
660,0.001818908
661,0.002000519
662,0.001897537
663,0.001580593
664,0.001744776
665,0.001844179
666,0.001534372
667,0.00168371
668,0.00186222
669,0.00191475
670,0.002388594
671,0.001840728
672,0.001993794
673,0.001933213
674,0.001560249
675,0.001788372
676,0.00172796
677,0.00156348
678,0.001850735
679,0.001731693
680,0.001586657
681,0.001936428
682,0.002094186
683,0.001756285
684,0.001519078
685,0.001829025
686,0.001680344
687,0.002126849
688,0.001602202
689,0.001412631
690,0.002157055
691,0.001593851
692,0.001352847
693,0.001882652
694,0.001653779
695,0.001792318
696,0.001959106
697,0.001905307
698,0.001564507
699,0.002089848
700,0.001909596
701,0.0016875
702,0.001812703
703,0.001877384
704,0.001588512
705,0.001398035
706,0.001677182
707,0.001568506
708,0.001670783
709,0.001673954
710,0.001697074
711,0.001392144
712,0.0015696
713,0.00153434
714,0.001631481
715,0.001708022
716,0.001411148
717,0.001465572
718,0.001863617
719,0.001399943
720,0.001612467
721,0.001515513
722,0.001587615
723,0.001338596
724,0.001591078
725,0.001550382
726,0.001474041
727,0.002003714
728,0.001633698
729,0.0015191
730,0.001715044
731,0.001380876
732,0.001728291
733,0.00155293
734,0.001482317
735,0.001983582
736,0.002067738
737,0.002007078
738,0.002198219
739,0.001620221
740,0.001954555
741,0.00196966
742,0.002003508
743,0.001770675
744,0.001859015
745,0.001760094
746,0.001616697
747,0.002599133
748,0.001558335
749,0.001632233
750,0.001551613
751,0.001859378
752,0.00138783
753,0.001610159
754,0.001603368
755,0.001841572
756,0.002715995
757,0.002956593
758,0.001808844
759,0.002158195
760,0.002243086
761,0.001821883
762,0.002260626
763,0.002021868
764,0.001921326
765,0.00178848
766,0.001734316
767,0.001836111
768,0.001729788
769,0.001670981
770,0.001763404
771,0.001863533
772,0.001866503
773,0.002023874
774,0.001779796
775,0.001647164
776,0.001667258
777,0.001651871
778,0.001779015
779,0.001750044
780,0.001880074
781,0.001909188
782,0.001500971
783,0.001688356
784,0.001497562
785,0.001793951
786,0.001771544
787,0.001523124
788,0.001531011
789,0.001431315
790,0.00179447
791,0.001990865
792,0.001607102
793,0.001655312
794,0.001410959
795,0.001443566
796,0.0015637
797,0.001371542
798,0.00135157
799,0.001494469
800,0.001371159
801,0.001897876
802,0.00148696
803,0.001309977
804,0.001897555
805,0.001550518
806,0.00141817
807,0.00131038
808,0.001599136
809,0.001217991
810,0.001831613
811,0.001638466
812,0.002436771
813,0.001691638
814,0.001700824
815,0.00150219
816,0.001691222
817,0.001828804
818,0.001409444
819,0.001580117
820,0.001474802
821,0.001757575
822,0.001678588
823,0.001616094
824,0.001593265
825,0.001372651
826,0.001652968
827,0.002296839
828,0.001700256
829,0.002191755
830,0.001719242
831,0.002067448
832,0.001861874
833,0.001634934
834,0.001419777
835,0.001525973
836,0.001617243
837,0.001775538
838,0.001677894
839,0.001737481
840,0.001411552
841,0.001486103
842,0.002074141
843,0.001322696
844,0.001857777
845,0.001589699
846,0.001368565
847,0.00142366
848,0.001685379
849,0.001362583
850,0.001540649
851,0.001611414
852,0.001781175
853,0.001645403
854,0.001257984
855,0.001471289
856,0.001372742
857,0.001369323
858,0.00138661
859,0.001592344
860,0.001233743
861,0.001361897
862,0.002076151
863,0.001320508
864,0.001666006
865,0.001333144
866,0.001468597
867,0.001669836
868,0.001702335
869,0.00130306
870,0.003248167
871,0.003878205
872,0.002153214
873,0.0020427
874,0.001906557
875,0.002996478
876,0.003586111
877,0.002727898
878,0.002053947
879,0.003305874
880,0.002337696
881,0.002284997
882,0.002321799
883,0.002493673
884,0.002544613
885,0.001964256
886,0.00199652
887,0.00213959
888,0.001814415
889,0.001752637
890,0.001900977
891,0.002106266
892,0.001708709
893,0.002438548
894,0.0018173
895,0.001638466
896,0.001479321
897,0.001886263
898,0.001503034
899,0.001941394
900,0.001725172
901,0.00179925
902,0.001769823
903,0.001537894
904,0.00163373
905,0.001578276
906,0.00156621
907,0.002151323
908,0.001410696
909,0.00176648
910,0.001384369
911,0.001799599
912,0.001540245
913,0.002220705
914,0.001469167
915,0.001963275
916,0.001640356
917,0.001478473
918,0.001830615
919,0.001426232
920,0.001488714
921,0.001791159
922,0.001634171
923,0.001782294
924,0.001480845
925,0.001275318
926,0.001371696
927,0.001466953
928,0.001478562
929,0.001590182
930,0.001679612
931,0.001579972
932,0.001607223
933,0.001373384
934,0.001348631
935,0.001471039
936,0.001337039
937,0.001359857
938,0.001281038
939,0.001274324
940,0.001234655
941,0.001171867
942,0.001771385
943,0.001549573
944,0.00121494
945,0.001440862
946,0.001411317
947,0.001798921
948,0.001304347
949,0.001307224
950,0.001526103
951,0.001465601
952,0.001335626
953,0.001340303
954,0.001757458
955,0.001218037
956,0.001337829
957,0.001555216
958,0.001197773
959,0.0012005
960,0.001484561
961,0.001544369
962,0.001498807
963,0.00140238
964,0.001234594
965,0.001476642
966,0.001338127
967,0.001451906
968,0.001647228
969,0.001274345
970,0.001409867
971,0.001116884
972,0.001209128
973,0.001306988
974,0.00139927
975,0.001256133
976,0.001427004
977,0.001456664
978,0.001514321
979,0.001471767
980,0.001344727
981,0.001354108
982,0.001451144
983,0.001450544
984,0.001258141
985,0.002520879
986,0.001327768
987,0.001176889
988,0.001279263
989,0.001387702
990,0.0017775
991,0.002042305
992,0.001389683
993,0.001231291
994,0.001370908
995,0.001483577
996,0.001463567
997,0.001238747
998,0.00153554
999,0.001501138
1000,0.001321957
1001,0.001419846
1002,0.001412723
1003,0.00128693
1004,0.001120615
1005,0.001394146
1006,0.002211056
1007,0.001138991
1008,0.00158459
1009,0.001730149
1010,0.001297768
1011,0.001523549
1012,0.001391784
1013,0.001343966
1014,0.0014951
1015,0.001473306
1016,0.001290824
1017,0.00121255
1018,0.001402491
1019,0.001184901
1020,0.00136311
1021,0.00120896
1022,0.001337736
1023,0.001213597
1024,0.00102578
1025,0.001090776
1026,0.00121225
1027,0.001358661
1028,0.001255121
1029,0.001341719
1030,0.00101015
1031,0.001253037
1032,0.001073699
1033,0.001318602
1034,0.001607941
1035,0.00130345
1036,0.001348823
1037,0.001386066
1038,0.002089193
1039,0.001391549
1040,0.001441205
1041,0.001208497
1042,0.001222804
1043,0.0012002
1044,0.001558617
1045,0.001501795
1046,0.001572943
1047,0.001285942
1048,0.001470986
1049,0.001658998
1050,0.001360228
1051,0.00170669
1052,0.001588672
1053,0.001217209
1054,0.001146979
1055,0.001361134
1056,0.002111088
1057,0.00129347
1058,0.001453343
1059,0.001567093
1060,0.001294171
1061,0.00166614
1062,0.001452268
1063,0.001355298
1064,0.00155281
1065,0.001747411
1066,0.001848558
1067,0.001366124
1068,0.001802788
1069,0.001806831
1070,0.001859318
1071,0.001975262
1072,0.001622251
1073,0.001874718
1074,0.001479488
1075,0.001345655
1076,0.001559167
1077,0.001672783
1078,0.0015435
1079,0.001565256
1080,0.001677334
1081,0.001578832
1082,0.001242286
1083,0.001542276
1084,0.001469669
1085,0.001281405
1086,0.001316627
1087,0.00131892
1088,0.001175916
1089,0.001250577
1090,0.001503172
1091,0.001385998
1092,0.001448393
1093,0.001299716
1094,0.001107831
1095,0.001126655
1096,0.001429073
1097,0.001601466
1098,0.001349836
1099,0.001341038
1100,0.001329154
1101,0.001285612
1102,0.001276134
1103,0.001240433
1104,0.001647889
1105,0.001486341
1106,0.001864902
1107,0.001215608
1108,0.001308621
1109,0.001075361
1110,0.001306159
1111,0.001631662
1112,0.001242208
1113,0.001414522
1114,0.001170183
1115,0.001199735
1116,0.001706616
1117,0.001571022
1118,0.001085452
1119,0.001526146
1120,0.001376506
1121,0.001114505
1122,0.001021715
1123,0.001562812
1124,0.001001902
1125,0.001491314
1126,0.001308423
1127,0.001129468
1128,0.001309742
1129,0.00115768
1130,0.001067217
1131,0.001253013
1132,0.001006384
1133,0.00119127
1134,0.00114938
1135,0.000901546
1136,0.001103139
1137,0.001090388
1138,0.001128777
1139,0.001053403
1140,0.001481383
1141,0.001115056
1142,0.00102996
1143,0.001311177
1144,0.001468312
1145,0.001135554
1146,0.001126716
1147,0.001229614
1148,0.000941776
1149,0.000970089
1150,0.001327898
1151,0.00104457
1152,0.001112966
1153,0.001086555
1154,0.001397551
1155,0.001131908
1156,0.000940984
1157,0.001051684
1158,0.000938687
1159,0.001200436
1160,0.001150031
1161,0.000901088
1162,0.001028072
1163,0.001027206
1164,0.001319817
1165,0.000932825
1166,0.000989318
1167,0.001078335
1168,0.00098336
1169,0.001082608
1170,0.00110488
1171,0.001028432
1172,0.001204256
1173,0.001002435
1174,0.001038039
1175,0.000986686
1176,0.001374651
1177,0.000974562
1178,0.001194622
1179,0.001049255
1180,0.001519494
1181,0.001027632
1182,0.00123299
1183,0.001255204
1184,0.001106154
1185,0.001043569
1186,0.000907291
1187,0.000940374
1188,0.000954922
1189,0.000996165
1190,0.001290443
1191,0.0011705
1192,0.001122713
1193,0.001002581
1194,0.001097288
1195,0.000925608
1196,0.001260855
1197,0.000930271
1198,0.00117253
1199,0.001176819
1200,0.001073018
1201,0.00101577
1202,0.001217373
1203,0.000866275
1204,0.001133852
1205,0.001183548
1206,0.00093754
1207,0.001138208
1208,0.00134947
1209,0.001077356
1210,0.001196294
1211,0.001092773
1212,0.001136085
1213,0.001233742
1214,0.00158992
1215,0.001163288
1216,0.00129404
1217,0.001156689
1218,0.001377857
1219,0.000897931
1220,0.001715212
1221,0.001136798
1222,0.001379206
1223,0.001669581
1224,0.001482413
1225,0.001483356
1226,0.001466422
1227,0.001333805
1228,0.001324264
1229,0.001594958
1230,0.001199763
1231,0.001140768
1232,0.001456356
1233,0.001378271
1234,0.001292059
1235,0.001415839
1236,0.001208193
1237,0.0013301
1238,0.001049269
1239,0.00161178
1240,0.00121406
1241,0.001269851
1242,0.0012666
1243,0.000930589
1244,0.001134156
1245,0.001239591
1246,0.000877292
1247,0.001048629
1248,0.001213631
1249,0.000892011
1250,0.00098458
1251,0.000915537
1252,0.000806637
1253,0.001301253
1254,0.001136469
1255,0.001044287
1256,0.001120857
1257,0.001083756
1258,0.00099226
1259,0.001002638
1260,0.000867617
1261,0.000976462
1262,0.001031368
1263,0.001221062
1264,0.001164266
1265,0.000905193
1266,0.001096297
1267,0.001157865
1268,0.000995225
1269,0.001007249
1270,0.000933913
1271,0.001165711
1272,0.001070219
1273,0.000874863
1274,0.001379041
1275,0.000875385
1276,0.001176691
1277,0.001792621
1278,0.001105139
1279,0.001206527
1280,0.001241076
1281,0.001058789
1282,0.001097734
1283,0.001196969
1284,0.000909405
1285,0.000993302
1286,0.001054934
1287,0.000977727
1288,0.001083611
1289,0.000860135
1290,0.001001459
1291,0.001109361
1292,0.000982867
1293,0.001078578
1294,0.002608166
1295,0.001124315
1296,0.001823251
1297,0.001315978
1298,0.001297216
1299,0.001663989
1300,0.001275116
1301,0.001442347
1302,0.001195854
1303,0.002465065
1304,0.001647426
1305,0.001315069
1306,0.001593348
1307,0.001818669
1308,0.002203221
1309,0.001780524
1310,0.001412524
1311,0.001430966
1312,0.001226771
1313,0.001468116
1314,0.002363027
1315,0.001336097
1316,0.001686224
1317,0.002239037
1318,0.001628602
1319,0.00149643
1320,0.001945433
1321,0.002058283
1322,0.001616886
1323,0.00197224
1324,0.001542835
1325,0.00131947
1326,0.001634576
1327,0.001514171
1328,0.001647133
1329,0.001654702
1330,0.00193193
1331,0.001649455
1332,0.00139326
1333,0.001511502
1334,0.001749577
1335,0.001274058
1336,0.001607411
1337,0.001621358
1338,0.001427935
1339,0.001638518
1340,0.001606118
1341,0.001660942
1342,0.00177835
1343,0.001425543
1344,0.00135872
1345,0.001156562
1346,0.001331288
1347,0.001419009
1348,0.001501099
1349,0.001146611
1350,0.001137936
1351,0.001306308
1352,0.00105119
1353,0.001245471
1354,0.001011648
1355,0.001033176
1356,0.001201699
1357,0.00124011
1358,0.001063975
1359,0.001425443
1360,0.001072402
1361,0.001050734
1362,0.001021564
1363,0.001080019
1364,0.001160083
1365,0.000992566
1366,0.001009049
1367,0.001021581
1368,0.001007383
1369,0.001173048
1370,0.001052887
1371,0.00102895
1372,0.000928933
1373,0.000944547
1374,0.001015229
1375,0.001723222
1376,0.001001447
1377,0.00160747
1378,0.00143386
1379,0.001359551
1380,0.001369653
1381,0.001334224
1382,0.001754972
1383,0.001168869
1384,0.001271908
1385,0.001197421
1386,0.001555007
1387,0.001233783
1388,0.001242312
1389,0.001795028
1390,0.001375086
1391,0.001354474
1392,0.001484717
1393,0.001422942
1394,0.001459676
1395,0.001556383
1396,0.0013227
1397,0.002629763
1398,0.001456177
1399,0.001433094
1400,0.001544626
1401,0.002618614
1402,0.001410727
1403,0.001520046
1404,0.001623797
1405,0.00164028
1406,0.001178367
1407,0.001887139
1408,0.001875764
1409,0.001922684
1410,0.001732618
1411,0.001802855
1412,0.001616679
1413,0.001571295
1414,0.001546532
1415,0.001534611
1416,0.001252018
1417,0.001448129
1418,0.001736781
1419,0.001475398
1420,0.001053394
1421,0.001383715
1422,0.001450253
1423,0.001404318
1424,0.001338198
1425,0.001060286
1426,0.001088985
1427,0.001805648
1428,0.001207711
1429,0.001274755
1430,0.001159264
1431,0.001165755
1432,0.001360579
1433,0.001387471
1434,0.001542818
1435,0.001362312
1436,0.001320999
1437,0.001238141
1438,0.001100487
1439,0.001440757
1440,0.001097603
1441,0.001173191
1442,0.001112762
1443,0.001106388
1444,0.001122139
1445,0.000948666
1446,0.001518581
1447,0.001302616
1448,0.001007634
1449,0.001042639
1450,0.0012306
1451,0.00102466
1452,0.0009603
1453,0.001050398
1454,0.000941018
1455,0.001096738
1456,0.001071278
1457,0.001012141
1458,0.00129307
1459,0.001115853
1460,0.001115721
1461,0.000976576
1462,0.001084655
1463,0.001120003
1464,0.001279169
1465,0.00091817
1466,0.000991975
1467,0.001141285
1468,0.000908668
1469,0.000899435
1470,0.001479208
1471,0.000936421
1472,0.000964833
1473,0.000844961
1474,0.001854067
1475,0.000846433
1476,0.00098217
1477,0.001178179
1478,0.001342263
1479,0.001017177
1480,0.000983397
1481,0.001210771
1482,0.001056217
1483,0.000882612
1484,0.000962533
1485,0.000800316
1486,0.000956635
1487,0.000985949
1488,0.000855257
1489,0.000779949
1490,0.000789557
1491,0.000907767
1492,0.001206839
1493,0.001004193
1494,0.000936769
1495,0.000996652
1496,0.001078638
1497,0.00090495
1498,0.000880241
1499,0.000887769
1500,0.001060223
1501,0.00091016
1502,0.00087597
1503,0.000885813
1504,0.000927905
1505,0.000950708
1506,0.001292854
1507,0.000878593
1508,0.000879068
1509,0.000903592
1510,0.001009371
1511,0.001024308
1512,0.000954465
1513,0.00086233
1514,0.001084294
1515,0.001078839
1516,0.000885246
1517,0.000747177
1518,0.000861018
1519,0.001121313
1520,0.000977416
1521,0.000785519
1522,0.000725475
1523,0.000922635
1524,0.000813448
1525,0.000996871
1526,0.000802808
1527,0.000846912
1528,0.000781551
1529,0.000850206
1530,0.00080785
1531,0.000707801
1532,0.000838108
1533,0.000830323
1534,0.001020186
1535,0.000724228
1536,0.000712695
1537,0.000848873
1538,0.000803095
1539,0.001137643
1540,0.000914045
1541,0.000826882
1542,0.000812083
1543,0.000904976
1544,0.000886552
1545,0.001341837
1546,0.000860355
1547,0.001020376
1548,0.000961611
1549,0.000946228
1550,0.000892953
1551,0.000756457
1552,0.000931074
1553,0.000857577
1554,0.000804315
1555,0.001052833
1556,0.000977712
1557,0.001011653
1558,0.000833509
1559,0.000848799
1560,0.000916239
1561,0.000974022
1562,0.00087052
1563,0.00119587
1564,0.001066548
1565,0.000896152
1566,0.000941323
1567,0.001012142
1568,0.000811813
1569,0.000793261
1570,0.00086607
1571,0.000801163
1572,0.000866507
1573,0.001012902
1574,0.001007427
1575,0.000836709
1576,0.000904661
1577,0.000839037
1578,0.000716903
1579,0.0007334
1580,0.000859867
1581,0.000742087
1582,0.000749755
1583,0.000753385
1584,0.000901112
1585,0.000939409
1586,0.00084388
1587,0.000828039
1588,0.000948573
1589,0.001028518
1590,0.00073675
1591,0.001139218
1592,0.000868888
1593,0.000846411
1594,0.000686091
1595,0.000788181
1596,0.000689809
1597,0.000910952
1598,0.000742195
1599,0.000828673
1600,0.000785981
1601,0.000725547
1602,0.000695694
1603,0.000787481
1604,0.000770305
1605,0.000790955
1606,0.000834055
1607,0.000780724
1608,0.000867217
1609,0.001988822
1610,0.000877688
1611,0.00139339
1612,0.000973369
1613,0.001034141
1614,0.001142607
1615,0.001157458
1616,0.001138662
1617,0.000993413
1618,0.00087011
1619,0.001003577
1620,0.000819912
1621,0.000993698
1622,0.001490989
1623,0.000899785
1624,0.00114788
1625,0.001012019
1626,0.000856568
1627,0.001106506
1628,0.001344836
1629,0.001012653
1630,0.000928509
1631,0.001059455
1632,0.000982377
1633,0.001393173
1634,0.001031885
1635,0.001372324
1636,0.000985751
1637,0.001084348
1638,0.001024531
1639,0.000862228
1640,0.00092795
1641,0.000912359
1642,0.00098841
1643,0.00094054
1644,0.001078926
1645,0.00097213
1646,0.001107924
1647,0.000829784
1648,0.000856964
1649,0.0012217
1650,0.000898916
1651,0.000916638
1652,0.000989913
1653,0.001151404
1654,0.001254788
1655,0.001156905
1656,0.0007341
1657,0.002075874
1658,0.000921829
1659,0.001230051
1660,0.001457508
1661,0.000959376
1662,0.00130371
1663,0.00128694
1664,0.001410541
