iteration,epoch,batch_in_epoch,batches_per_epoch,loss_instant,loss_running_avg
39941,238,125,168,2.9802e-08,0.0019315
39946,238,130,168,4.1954e-07,0.0019313
39951,238,135,168,1.8859e-08,0.001931
39956,238,140,168,1.3807e-07,0.0019308
39961,238,145,168,6.0019e-07,0.0019305
39966,238,150,168,2.8405e-08,0.0019303
39971,238,155,168,1.3039e-08,0.0019301
39976,238,160,168,2.4936e-07,0.0019298
39981,238,165,168,1.8253e-07,0.0019296
40152,240,0,168,2.0419e-07,0.0019214
40157,240,5,168,2.3516e-08,0.0019212
40162,240,10,168,1.8394e-08,0.0019209
40167,240,15,168,4.0512e-08,0.0019207
40172,240,20,168,6.0621e-07,0.0019204
40177,240,25,168,2.1653e-08,0.0019202
40182,240,30,168,2.4842e-07,0.00192
40187,240,35,168,7.8463e-08,0.0019197
40192,240,40,168,4.6634e-07,0.0019195
40197,240,45,168,3.865e-08,0.0019192
40202,240,50,168,2.3283e-09,0.001919
40207,240,55,168,2.4447e-08,0.0019188
40212,240,60,168,3.0244e-07,0.0019185
40217,240,65,168,8.8707e-08,0.0019183
40222,240,70,168,4.682e-07,0.001918
40227,240,75,168,7.4506e-09,0.0019178
40232,240,80,168,2.9569e-08,0.0019176
40237,240,85,168,6.9849e-08,0.0019173
40242,240,90,168,5.1395e-06,0.0019171
40247,240,95,168,2.9545e-07,0.0019168
40252,240,100,168,4.9586e-05,0.0019166
40257,240,105,168,5.0291e-08,0.0019164
40262,240,110,168,1.0033e-06,0.0019161
40267,240,115,168,2.3749e-08,0.0019159
40272,240,120,168,2.0837e-07,0.0019157
40277,240,125,168,1.1222e-07,0.0019154
40282,240,130,168,1.3039e-08,0.0019152
40287,240,135,168,7.7998e-08,0.0019149
40292,240,140,168,1.5036e-06,0.0019147
40297,240,145,168,1.2782e-06,0.0019145
40302,240,150,168,2.8706e-07,0.0019142
40307,240,155,168,1.3039e-08,0.001914
40312,240,160,168,1.6613e-06,0.0019137
40317,240,165,168,7.0315e-08,0.0019135
40488,242,0,168,3.5856e-08,0.0019055
40493,242,5,168,1.9325e-08,0.0019052
40498,242,10,168,2.5865e-06,0.001905
40503,242,15,168,7.2177e-08,0.0019048
40508,242,20,168,3.2596e-09,0.0019045
40513,242,25,168,9.1036e-08,0.0019043
40518,242,30,168,2.7008e-08,0.001904
40523,242,35,168,8.1732e-07,0.0019038
40528,242,40,168,1.2363e-07,0.0019036
40533,242,45,168,5.3551e-09,0.0019033
40538,242,50,168,3.3852e-07,0.0019031
40543,242,55,168,1.4249e-07,0.0019029
40548,242,60,168,1.0989e-07,0.0019026
40553,242,65,168,4.0978e-08,0.0019024
40558,242,70,168,2.794e-09,0.0019022
40563,242,75,168,1.5832e-08,0.0019019
40568,242,80,168,2.3749e-08,0.0019017
40573,242,85,168,1.7928e-08,0.0019015
40578,242,90,168,2.2585e-08,0.0019012
40583,242,95,168,1.2759e-07,0.001901
40588,242,100,168,3.0966e-08,0.0019007
40593,242,105,168,4.7122e-07,0.0019005
40598,242,110,168,3.9581e-08,0.0019003
40603,242,115,168,1.3033e-06,0.0019
40608,242,120,168,5.7742e-08,0.0018998
40613,242,125,168,4.0253e-07,0.0018996
40618,242,130,168,9.2201e-08,0.0018993
40623,242,135,168,5.8208e-09,0.0018991
40628,242,140,168,1.4761e-07,0.0018989
40633,242,145,168,3.2829e-08,0.0018986
40638,242,150,168,6.9704e-07,0.0018984
40643,242,155,168,9.8254e-08,0.0018982
40648,242,160,168,1.5134e-08,0.0018979
40653,242,165,168,1.9899e-06,0.0018977
40824,244,0,168,2.4842e-07,0.0018898
40829,244,5,168,1.6764e-08,0.0018895
40834,244,10,168,7.2514e-07,0.0018893
40839,244,15,168,5.1222e-08,0.0018891
40844,244,20,168,1.4203e-08,0.0018889
40849,244,25,168,5.1223e-09,0.0018886
40854,244,30,168,7.9162e-09,0.0018884
40859,244,35,168,1.8859e-08,0.0018882
40864,244,40,168,2.468e-08,0.0018879
40869,244,45,168,4.9825e-08,0.0018877
40874,244,50,168,7.0082e-08,0.0018875
40879,244,55,168,8.8476e-09,0.0018872
40884,244,60,168,1.3667e-07,0.001887
40889,244,65,168,1.3993e-07,0.0018868
40894,244,70,168,7.5453e-07,0.0018865
40899,244,75,168,2.3749e-08,0.0018863
40904,244,80,168,6.2864e-09,0.0018861
40909,244,85,168,1.2573e-08,0.0018858
40914,244,90,168,0.0006595,0.0018856
40919,244,95,168,6.1232e-07,0.0018854
40924,244,100,168,2.0629e-07,0.0018852
40929,244,105,168,3.7486e-08,0.0018849
40934,244,110,168,1.4389e-07,0.0018847
40939,244,115,168,9.4967e-07,0.0018845
40944,244,120,168,7.4247e-07,0.0018842
40949,244,125,168,1.6017e-06,0.001884
40954,244,130,168,1.7116e-06,0.0018838
40959,244,135,168,1.8417e-07,0.0018835
40964,244,140,168,3.7764e-07,0.0018833
40969,244,145,168,1.1059e-07,0.0018831
40974,244,150,168,1.6484e-07,0.0018828
40979,244,155,168,3.0966e-08,0.0018826
40984,244,160,168,1.5557e-06,0.0018824
40989,244,165,168,1.9558e-07,0.0018822
41160,246,0,168,7.1711e-08,0.0018744
41165,246,5,168,1.9092e-08,0.0018741
41170,246,10,168,1.0442e-06,0.0018739
41175,246,15,168,1.9558e-08,0.0018737
41180,246,20,168,6.1719e-07,0.0018735
41185,246,25,168,7.2863e-07,0.0018732
41190,246,30,168,4.7265e-08,0.001873
41195,246,35,168,1.0314e-07,0.0018728
41200,246,40,168,4.2608e-08,0.0018726
41205,246,45,168,3.7253e-08,0.0018723
41210,246,50,168,1.3271e-08,0.0018721
41215,246,55,168,8.4997e-07,0.0018719
41220,246,60,168,2.468e-08,0.0018716
41225,246,65,168,2.5844e-08,0.0018714
41230,246,70,168,2.6543e-08,0.0018712
41235,246,75,168,3.3201e-07,0.001871
41240,246,80,168,9.34e-07,0.0018707
41245,246,85,168,5.4036e-07,0.0018705
41250,246,90,168,2.3619e-06,0.0018703
41255,246,95,168,2.1536e-07,0.00187
41260,246,100,168,1.2107e-08,0.0018698
41265,246,105,168,4.5259e-07,0.0018696
41270,246,110,168,6.3626e-07,0.0018694
41275,246,115,168,4.9127e-08,0.0018691
41280,246,120,168,2.1117e-07,0.0018689
41285,246,125,168,1.0218e-06,0.0018687
41290,246,130,168,5.32e-07,0.0018685
41295,246,135,168,3.434e-07,0.0018682
41300,246,140,168,4.4703e-08,0.001868
41305,246,145,168,1.6438e-07,0.0018678
41310,246,150,168,2.1746e-07,0.0018675
41315,246,155,168,2.5937e-07,0.0018673
41320,246,160,168,1.2048e-06,0.0018671
41325,246,165,168,4.4026e-07,0.0018669
41496,248,0,168,3.9403e-06,0.0018596
41501,248,5,168,1.0483e-06,0.0018594
41506,248,10,168,1.4749e-06,0.0018592
41511,248,15,168,3.0384e-07,0.0018589
41516,248,20,168,9.7247e-07,0.0018587
41521,248,25,168,2.7474e-08,0.0018585
41526,248,30,168,3.8766e-07,0.0018583
41531,248,35,168,8.5914e-08,0.001858
41536,248,40,168,1.22e-07,0.0018578
41541,248,45,168,2.7683e-07,0.0018576
41546,248,50,168,1.7928e-08,0.0018574
41551,248,55,168,6.6099e-07,0.0018572
41556,248,60,168,2.2352e-07,0.0018569
41561,248,65,168,9.2432e-08,0.0018567
41566,248,70,168,1.4528e-07,0.0018565
41571,248,75,168,4.447e-08,0.0018563
41576,248,80,168,5.5646e-08,0.001856
41581,248,85,168,6.2864e-09,0.0018558
41586,248,90,168,6.0303e-08,0.0018556
41591,248,95,168,9.613e-07,0.0018554
41596,248,100,168,1.5142e-06,0.0018551
41601,248,105,168,1.2872e-06,0.0018549
41606,248,110,168,3.4155e-07,0.0018547
41611,248,115,168,1.5041e-07,0.0018545
41616,248,120,168,3.051e-06,0.0018542
41621,248,125,168,1.2456e-07,0.001854
41626,248,130,168,2.1001e-07,0.0018538
41631,248,135,168,5.0008e-07,0.0018536
41636,248,140,168,1.1967e-07,0.0018533
41641,248,145,168,2.1513e-07,0.0018531
41646,248,150,168,1.0035e-07,0.0018529
41651,248,155,168,3.7017e-07,0.0018527
41656,248,160,168,2.8381e-07,0.0018524
41661,248,165,168,8.4517e-08,0.0018522
41832,250,0,168,2.4656e-07,0.0018448
41837,250,5,168,1.6158e-06,0.0018446
41842,250,10,168,3.5163e-06,0.0018444
41847,250,15,168,1.0988e-05,0.0018442
41852,250,20,168,1.6564e-06,0.001844
41857,250,25,168,3.1967e-07,0.0018437
41862,250,30,168,5.9346e-07,0.0018435
41867,250,35,168,1.4468e-06,0.0018433
41872,250,40,168,4.3561e-07,0.0018431
41877,250,45,168,5.4771e-06,0.0018429
41882,250,50,168,2.7008e-08,0.0018426
41887,250,55,168,1.5856e-07,0.0018424
41892,250,60,168,2.4089e-06,0.0018422
41897,250,65,168,2.2421e-07,0.001842
41902,250,70,168,1.5716e-07,0.0018417
41907,250,75,168,9.6716e-07,0.0018415
41912,250,80,168,1.3146e-06,0.0018413
41917,250,85,168,7.2643e-08,0.0018411
41922,250,90,168,2.5518e-07,0.0018409
41927,250,95,168,5.1289e-07,0.0018406
41932,250,100,168,1.6973e-07,0.0018404
41937,250,105,168,3.0011e-07,0.0018402
41942,250,110,168,7.0357e-07,0.00184
41947,250,115,168,5.9835e-07,0.0018398
41952,250,120,168,1.2376e-05,0.0018395
41957,250,125,168,1.078e-07,0.0018393
41962,250,130,168,3.1207e-06,0.0018391
41967,250,135,168,1.255e-06,0.0018389
41972,250,140,168,4.8712e-06,0.0018387
41977,250,145,168,1.7514e-06,0.0018384
41982,250,150,168,2.4447e-08,0.0018382
41987,250,155,168,1.4389e-07,0.001838
41992,250,160,168,6.6703e-07,0.0018378
41997,250,165,168,4.917e-07,0.0018376
42168,252,0,168,9.0427e-07,0.0018302
42173,252,5,168,2.6333e-07,0.0018299
42178,252,10,168,2.8777e-07,0.0018297
42183,252,15,168,3.2246e-07,0.0018295
42188,252,20,168,2.8778e-07,0.0018293
42193,252,25,168,3.7926e-07,0.0018291
42198,252,30,168,1.6478e-05,0.0018288
42203,252,35,168,8.638e-08,0.0018286
42208,252,40,168,1.0221e-07,0.0018284
42213,252,45,168,7.2662e-07,0.0018282
42218,252,50,168,1.9511e-07,0.001828
42223,252,55,168,6.1933e-08,0.0018278
42228,252,60,168,6.5425e-08,0.0018275
42233,252,65,168,5.5481e-07,0.0018273
42238,252,70,168,1.3946e-07,0.0018271
42243,252,75,168,1.2107e-08,0.0018269
42248,252,80,168,2.007e-07,0.0018267
42253,252,85,168,2.5844e-08,0.0018265
42258,252,90,168,7.4423e-07,0.0018262
42263,252,95,168,1.5356e-06,0.001826
42268,252,100,168,5.5181e-08,0.0018258
42273,252,105,168,4.9593e-08,0.0018256
42278,252,110,168,7.1881e-06,0.0018254
42283,252,115,168,6.9383e-08,0.0018252
42288,252,120,168,4.8661e-08,0.0018249
42293,252,125,168,3.9348e-08,0.0018247
42298,252,130,168,3.278e-07,0.0018245
42303,252,135,168,5.3292e-07,0.0018243
42308,252,140,168,9.1037e-08,0.0018241
42313,252,145,168,1.099e-07,0.0018239
42318,252,150,168,4.4238e-09,0.0018236
42323,252,155,168,3.8694e-07,0.0018234
42328,252,160,168,1.7755e-06,0.0018232
42333,252,165,168,3.2943e-07,0.001823
42504,254,0,168,3.2131e-08,0.0018157
42509,254,5,168,4.6566e-09,0.0018155
42514,254,10,168,1.2806e-07,0.0018153
42519,254,15,168,4.2841e-08,0.001815
42524,254,20,168,2.0093e-07,0.0018148
42529,254,25,168,1.3484e-06,0.0018146
42534,254,30,168,5.0802e-07,0.0018144
42539,254,35,168,1.3388e-07,0.0018142
42544,254,40,168,1.3139e-06,0.001814
42549,254,45,168,2.4098e-07,0.0018138
42554,254,50,168,2.5054e-06,0.0018135
42559,254,55,168,4.3772e-08,0.0018133
42564,254,60,168,1.1665e-07,0.0018131
42569,254,65,168,6.7288e-08,0.0018129
42574,254,70,168,8.2887e-08,0.0018127
42579,254,75,168,2.4284e-07,0.0018125
42584,254,80,168,3.7508e-07,0.0018123
42589,254,85,168,6.7288e-08,0.0018121
42594,254,90,168,2.1489e-07,0.0018118
42599,254,95,168,7.7829e-07,0.0018116
42604,254,100,168,1.3313e-06,0.0018114
42609,254,105,168,1.9053e-06,0.0018112
42614,254,110,168,4.3585e-07,0.001811
42619,254,115,168,1.1874e-07,0.0018108
42624,254,120,168,2.9103e-07,0.0018106
42629,254,125,168,5.6345e-08,0.0018103
42634,254,130,168,3.2433e-07,0.0018101
42639,254,135,168,2.8521e-07,0.0018099
42644,254,140,168,4.6566e-08,0.0018097
42649,254,145,168,8.5682e-08,0.0018095
42654,254,150,168,2.6774e-07,0.0018093
42659,254,155,168,2.0955e-08,0.0018091
42664,254,160,168,5.0009e-07,0.0018089
42669,254,165,168,3.4738e-07,0.0018086
42840,256,0,168,3.93e-07,0.0018015
42845,256,5,168,6.7986e-08,0.0018012
42850,256,10,168,1.1571e-07,0.001801
42855,256,15,168,4.8479e-06,0.0018008
42860,256,20,168,7.5902e-08,0.0018006
42865,256,25,168,5.7975e-08,0.0018004
42870,256,30,168,1.0105e-07,0.0018002
42875,256,35,168,1.9045e-07,0.0018
42880,256,40,168,8.3083e-07,0.0017998
42885,256,45,168,4.61e-08,0.0017996
42890,256,50,168,2.5581e-06,0.0017993
42895,256,55,168,8.2887e-08,0.0017991
42900,256,60,168,5.7461e-07,0.0017989
42905,256,65,168,3.483e-07,0.0017987
42910,256,70,168,4.9826e-08,0.0017985
42915,256,75,168,3.7974e-07,0.0017983
42920,256,80,168,9.9184e-08,0.0017981
42925,256,85,168,1.7695e-08,0.0017979
42930,256,90,168,2.305e-08,0.0017977
42935,256,95,168,7.1246e-08,0.0017975
42940,256,100,168,4.9127e-08,0.0017972
42945,256,105,168,6.0769e-08,0.001797
42950,256,110,168,1.6204e-07,0.0017968
42955,256,115,168,6.9616e-08,0.0017966
42960,256,120,168,8.8243e-08,0.0017964
42965,256,125,168,4.2142e-08,0.0017962
42970,256,130,168,1.234e-08,0.001796
42975,256,135,168,7.447e-07,0.0017958
42980,256,140,168,9.3192e-07,0.0017956
42985,256,145,168,5.9372e-08,0.0017954
42990,256,150,168,2.8405e-07,0.0017951
42995,256,155,168,5.7995e-07,0.0017949
43000,256,160,168,1.2607e-05,0.0017947
43005,256,165,168,9.2957e-07,0.0017945
43176,258,0,168,3.702e-08,0.0017874
43181,258,5,168,8.8241e-08,0.0017872
43186,258,10,168,2.0348e-07,0.001787
43191,258,15,168,2.78e-07,0.0017868
43196,258,20,168,7.7532e-08,0.0017866
43201,258,25,168,7.6299e-05,0.0017864
43206,258,30,168,7.5902e-08,0.0017862
43211,258,35,168,1.2107e-08,0.001786
43216,258,40,168,1.8859e-08,0.0017858
43221,258,45,168,4.1909e-09,0.0017856
43226,258,50,168,1.092e-07,0.0017854
43231,258,55,168,2.0629e-07,0.0017852
43236,258,60,168,8.3818e-08,0.001785
43241,258,65,168,1.7136e-07,0.0017847
43246,258,70,168,5.6112e-08,0.0017845
43251,258,75,168,7.0955e-07,0.0017843
43256,258,80,168,4.6073e-07,0.0017841
43261,258,85,168,5.3456e-07,0.0017839
43266,258,90,168,6.1179e-07,0.0017837
43271,258,95,168,5.2595e-07,0.0017835
43276,258,100,168,1.3061e-07,0.0017833
43281,258,105,168,1.8394e-08,0.0017831
43286,258,110,168,3.2735e-07,0.0017829
43291,258,115,168,9.9639e-07,0.0017827
43296,258,120,168,2.0469e-06,0.0017825
43301,258,125,168,1.6764e-08,0.0017823
43306,258,130,168,1.674e-07,0.0017821
43311,258,135,168,8.1491e-08,0.0017818
43316,258,140,168,3.7788e-07,0.0017816
43321,258,145,168,1.397e-08,0.0017814
43326,258,150,168,4.2326e-07,0.0017812
43331,258,155,168,4.4493e-07,0.001781
43336,258,160,168,5.5646e-08,0.0017808
43341,258,165,168,2.2119e-08,0.0017806
43512,260,0,168,6.3795e-08,0.0017736
43517,260,5,168,5.9138e-08,0.0017734
43522,260,10,168,2.631e-08,0.0017732
43527,260,15,168,3.0673e-06,0.001773
43532,260,20,168,3.1898e-08,0.0017728
43537,260,25,168,4.1487e-07,0.0017726
43542,260,30,168,1.6065e-08,0.0017724
43547,260,35,168,1.206e-07,0.0017722
43552,260,40,168,2.0023e-08,0.001772
43557,260,45,168,8.7311e-08,0.0017718
43562,260,50,168,1.5157e-07,0.0017716
43567,260,55,168,3.9814e-08,0.0017714
43572,260,60,168,4.0047e-08,0.0017712
43577,260,65,168,2.5611e-08,0.001771
43582,260,70,168,9.0338e-08,0.0017708
43587,260,75,168,6.2166e-08,0.0017706
43592,260,80,168,1.557e-06,0.0017704
43597,260,85,168,2.8638e-08,0.0017702
43602,260,90,168,1.3737e-08,0.00177
43607,260,95,168,2.0116e-07,0.0017698
43612,260,100,168,2.1188e-08,0.0017696
43617,260,105,168,2.4446e-07,0.0017694
43622,260,110,168,1.8719e-07,0.0017692
43627,260,115,168,7.2827e-07,0.0017689
43632,260,120,168,3.5856e-08,0.0017687
43637,260,125,168,1.7462e-08,0.0017685
43642,260,130,168,1.3038e-08,0.0017683
43647,260,135,168,2.3772e-07,0.0017681
43652,260,140,168,5.9111e-07,0.0017679
43657,260,145,168,3.3038e-07,0.0017677
43662,260,150,168,1.9673e-07,0.0017675
43667,260,155,168,4.3539e-08,0.0017673
43672,260,160,168,7.7066e-08,0.0017671
43677,260,165,168,3.9581e-08,0.0017669
43848,262,0,168,3.6321e-08,0.0017601
43853,262,5,168,5.2543e-07,0.0017599
43858,262,10,168,6.7288e-08,0.0017597
43863,262,15,168,3.2026e-06,0.0017595
43868,262,20,168,1.6882e-06,0.0017593
43873,262,25,168,4.5164e-07,0.001759
43878,262,30,168,1.1478e-07,0.0017588
43883,262,35,168,1.151e-05,0.0017586
43888,262,40,168,3.376e-08,0.0017584
43893,262,45,168,1.8161e-08,0.0017582
43898,262,50,168,1.4784e-07,0.001758
43903,262,55,168,4.0047e-08,0.0017578
43908,262,60,168,9.9781e-07,0.0017576
43913,262,65,168,2.2399e-05,0.0017574
43918,262,70,168,5.3085e-08,0.0017572
43923,262,75,168,7.078e-08,0.001757
43928,262,80,168,7.2643e-08,0.0017568
43933,262,85,168,2.5611e-08,0.0017566
43938,262,90,168,2.2817e-08,0.0017564
43943,262,95,168,9.5926e-08,0.0017562
43948,262,100,168,4.4936e-08,0.001756
43953,262,105,168,1.0291e-07,0.0017558
43958,262,110,168,1.7229e-08,0.0017556
43963,262,115,168,7.6834e-09,0.0017554
43968,262,120,168,3.1432e-08,0.0017552
43973,262,125,168,4.6566e-09,0.001755
43978,262,130,168,5.844e-08,0.0017548
43983,262,135,168,3.5436e-07,0.0017546
43988,262,140,168,3.6272e-07,0.0017544
43993,262,145,168,4.2718e-06,0.0017542
43998,262,150,168,1.7974e-07,0.001754
44003,262,155,168,1.0338e-07,0.0017538
44008,262,160,168,8.3895e-07,0.0017536
44013,262,165,168,1.979e-07,0.0017534
44184,264,0,168,6.5192e-08,0.0017467
44189,264,5,168,6.9849e-08,0.0017465
44194,264,10,168,1.2617e-06,0.0017463
44199,264,15,168,1.0024e-06,0.0017461
44204,264,20,168,3.7253e-09,0.0017459
44209,264,25,168,9.1967e-08,0.0017457
44214,264,30,168,6.9849e-09,0.0017455
44219,264,35,168,2.7141e-06,0.0017453
44224,264,40,168,6.6822e-08,0.0017451
44229,264,45,168,8.5664e-06,0.0017449
44234,264,50,168,1.8044e-07,0.0017447
44239,264,55,168,4.8894e-09,0.0017445
44244,264,60,168,5.3825e-07,0.0017443
44249,264,65,168,2.7241e-08,0.0017441
44254,264,70,168,9.6391e-08,0.0017439
44259,264,75,168,5.2387e-08,0.0017437
44264,264,80,168,1.4203e-08,0.0017435
44269,264,85,168,4.0605e-07,0.0017433
44274,264,90,168,1.1642e-09,0.0017431
44279,264,95,168,6.0303e-08,0.0017429
44284,264,100,168,3.7739e-07,0.0017427
44289,264,105,168,5.1612e-07,0.0017425
44294,264,110,168,4.8196e-08,0.0017423
44299,264,115,168,7.078e-08,0.0017421
44304,264,120,168,8.6146e-08,0.0017419
44309,264,125,168,1.3753e-06,0.0017417
44314,264,130,168,1.4901e-08,0.0017415
44319,264,135,168,5.9855e-07,0.0017413
44324,264,140,168,8.8488e-07,0.0017411
44329,264,145,168,9.7789e-09,0.0017409
44334,264,150,168,6.2864e-08,0.0017407
44339,264,155,168,1.1176e-08,0.0017405
44344,264,160,168,5.9139e-08,0.0017403
44349,264,165,168,6.0303e-08,0.0017401
44520,266,0,168,2.8357e-07,0.0017335
44525,266,5,168,2.1886e-07,0.0017333
44530,266,10,168,9.3132e-09,0.0017331
44535,266,15,168,1.1595e-07,0.0017329
44540,266,20,168,1.9092e-08,0.0017327
44545,266,25,168,9.4295e-08,0.0017325
44550,266,30,168,6.0303e-08,0.0017323
44555,266,35,168,2.0186e-07,0.0017321
44560,266,40,168,2.2838e-06,0.0017319
44565,266,45,168,1.6507e-07,0.0017317
44570,266,50,168,1.7415e-07,0.0017315
44575,266,55,168,4.7265e-08,0.0017313
44580,266,60,168,3.0268e-09,0.0017312
44585,266,65,168,6.0536e-09,0.001731
44590,266,70,168,3.5271e-07,0.0017308
44595,266,75,168,1.0035e-07,0.0017306
44600,266,80,168,2.0955e-08,0.0017304
44605,266,85,168,9.3187e-07,0.0017302
44610,266,90,168,4.7032e-08,0.00173
44615,266,95,168,3.0268e-08,0.0017298
44620,266,100,168,5.7509e-08,0.0017296
44625,266,105,168,6.7521e-09,0.0017294
44630,266,110,168,2.2119e-08,0.0017292
44635,266,115,168,2.9802e-08,0.001729
44640,266,120,168,3.2131e-08,0.0017288
44645,266,125,168,6.5658e-08,0.0017286
44650,266,130,168,5.0291e-08,0.0017284
44655,266,135,168,2.3982e-08,0.0017282
44660,266,140,168,8.1025e-08,0.001728
44665,266,145,168,4.1906e-07,0.0017278
44670,266,150,168,3.4666e-07,0.0017276
44675,266,155,168,3.2596e-09,0.0017275
44680,266,160,168,2.9802e-08,0.0017273
44685,266,165,168,6.0556e-07,0.0017271
44856,268,0,168,6.0536e-09,0.0017205
44861,268,5,168,4.0978e-08,0.0017203
44866,268,10,168,5.7276e-08,0.0017201
44871,268,15,168,2.3982e-08,0.0017199
44876,268,20,168,2.8962e-07,0.0017197
44881,268,25,168,2.1188e-08,0.0017195
44886,268,30,168,5.2894e-07,0.0017194
44891,268,35,168,2.0256e-08,0.0017192
44896,268,40,168,5.6084e-07,0.001719
44901,268,45,168,4.6799e-08,0.0017188
44906,268,50,168,5.4918e-07,0.0017186
44911,268,55,168,5.2619e-08,0.0017184
44916,268,60,168,8.475e-08,0.0017182
44921,268,65,168,6.4028e-08,0.001718
44926,268,70,168,4.4238e-09,0.0017178
44931,268,75,168,6.1234e-08,0.0017176
44936,268,80,168,6.3795e-08,0.0017174
44941,268,85,168,7.73e-08,0.0017172
44946,268,90,168,4.9402e-07,0.0017171
44951,268,95,168,1.071e-08,0.0017169
44956,268,100,168,1.1013e-07,0.0017167
44961,268,105,168,8.3819e-09,0.0017165
44966,268,110,168,3.539e-08,0.0017163
44971,268,115,168,2.4913e-08,0.0017161
44976,268,120,168,1.5087e-07,0.0017159
44981,268,125,168,5.9837e-08,0.0017157
44986,268,130,168,2.5844e-08,0.0017155
44991,268,135,168,4.0978e-08,0.0017153
44996,268,140,168,6.0536e-08,0.0017151
45001,268,145,168,7.7299e-08,0.0017149
45006,268,150,168,7.2177e-09,0.0017148
45011,268,155,168,1.6065e-08,0.0017146
45016,268,160,168,5.3363e-07,0.0017144
45021,268,165,168,0.00037609,0.0017142
45192,270,0,168,5.4715e-08,0.0017078
45197,270,5,168,8.0791e-08,0.0017076
45202,270,10,168,1.3644e-07,0.0017074
45207,270,15,168,3.6156e-07,0.0017072
45212,270,20,168,1.1409e-08,0.001707
45217,270,25,168,9.8953e-08,0.0017068
45222,270,30,168,1.0803e-07,0.0017066
45227,270,35,168,8.6612e-08,0.0017064
45232,270,40,168,1.8161e-08,0.0017062
45237,270,45,168,3.1199e-08,0.0017061
45242,270,50,168,2.8824e-07,0.0017059
45247,270,55,168,6.0536e-09,0.0017057
45252,270,60,168,1.859e-06,0.0017055
45257,270,65,168,7.6601e-08,0.0017053
45262,270,70,168,1.1409e-08,0.0017051
45267,270,75,168,1.0803e-07,0.0017049
45272,270,80,168,1.3131e-07,0.0017047
45277,270,85,168,6.2631e-08,0.0017045
45282,270,90,168,5.844e-08,0.0017044
45287,270,95,168,7.8929e-08,0.0017042
45292,270,100,168,6.9849e-09,0.001704
45297,270,105,168,1.8161e-08,0.0017038
45302,270,110,168,1.5669e-07,0.0017036
45307,270,115,168,3.7253e-09,0.0017034
45312,270,120,168,2.3749e-08,0.0017032
45317,270,125,168,3.0035e-08,0.001703
45322,270,130,168,1.0035e-07,0.0017028
45327,270,135,168,1.2945e-07,0.0017027
45332,270,140,168,3.7486e-08,0.0017025
45337,270,145,168,3.3992e-07,0.0017023
45342,270,150,168,3.2363e-08,0.0017021
45347,270,155,168,1.0244e-07,0.0017019
45352,270,160,168,6.8918e-08,0.0017017
45357,270,165,168,1.0081e-07,0.0017015
45528,272,0,168,2.745e-07,0.0016952
45533,272,5,168,1.5832e-08,0.001695
45538,272,10,168,1.0943e-08,0.0016948
45543,272,15,168,1.8626e-09,0.0016946
45548,272,20,168,4.6566e-10,0.0016944
45553,272,25,168,2.0955e-09,0.0016942
45558,272,30,168,1.397e-09,0.0016941
45563,272,35,168,3.2596e-09,0.0016939
45568,272,40,168,3.2596e-09,0.0016937
45573,272,45,168,1.3737e-08,0.0016935
45578,272,50,168,7.6368e-08,0.0016933
45583,272,55,168,1.397e-09,0.0016932
45588,272,60,168,2.8172e-08,0.001693
45593,272,65,168,2.305e-08,0.0016928
45598,272,70,168,3.8184e-08,0.0016927
45603,272,75,168,2.0675e-07,0.0016925
45608,272,80,168,2.6216e-07,0.0016923
45613,272,85,168,0.00020546,0.0016921
45618,272,90,168,2.5844e-08,0.0016919
45623,272,95,168,2.7403e-07,0.0016917
45628,272,100,168,1.7834e-07,0.0016915
45633,272,105,168,1.1874e-07,0.0016914
45638,272,110,168,4.3772e-08,0.0016912
45643,272,115,168,2.3516e-08,0.001691
45648,272,120,168,6.333e-08,0.0016908
45653,272,125,168,1.2806e-08,0.0016906
45658,272,130,168,3.8184e-08,0.0016904
45663,272,135,168,1.6325e-06,0.0016902
45668,272,140,168,2.0955e-08,0.0016901
45673,272,145,168,1.2224e-07,0.0016899
45678,272,150,168,4.9826e-08,0.0016897
45683,272,155,168,8.6147e-09,0.0016895
45688,272,160,168,6.281e-06,0.0016893
45693,272,165,168,3.9581e-09,0.0016891
45864,274,0,168,6.7986e-08,0.0016829
45869,274,5,168,5.4482e-08,0.0016827
45874,274,10,168,4.9826e-08,0.0016825
45879,274,15,168,2.1909e-07,0.0016823
45884,274,20,168,2.8638e-08,0.0016821
45889,274,25,168,4.6566e-09,0.0016819
45894,274,30,168,1.1874e-08,0.0016818
45899,274,35,168,1.1548e-07,0.0016816
45904,274,40,168,6.3563e-08,0.0016814
45909,274,45,168,2.3026e-07,0.0016812
45914,274,50,168,2.7707e-08,0.001681
45919,274,55,168,6.9849e-09,0.0016808
45924,274,60,168,8.5914e-08,0.0016807
45929,274,65,168,2.298e-07,0.0016805
45934,274,70,168,2.8871e-08,0.0016803
45939,274,75,168,5.1915e-07,0.0016801
45944,274,80,168,2.1886e-08,0.0016799
45949,274,85,168,2.4214e-08,0.0016797
45954,274,90,168,7.078e-08,0.0016796
45959,274,95,168,1.6997e-08,0.0016794
45964,274,100,168,3.7298e-07,0.0016792
45969,274,105,168,8.1491e-09,0.001679
45974,274,110,168,8.1723e-08,0.0016788
45979,274,115,168,1.2386e-07,0.0016786
45984,274,120,168,7.6834e-09,0.0016785
