iteration,epoch,batch_in_epoch,batches_per_epoch,loss_instant,loss_running_avg
16446,98,150,168,3.237e-06,0.0046614
16451,98,155,168,1.5654e-05,0.00466
16456,98,160,168,2.9627e-06,0.0046585
16461,98,165,168,3.3919e-06,0.0046571
16632,100,0,168,3.6739e-06,0.0046096
16637,100,5,168,2.6666e-06,0.0046082
16642,100,10,168,1.3517e-05,0.0046068
16647,100,15,168,3.4064e-06,0.0046054
16652,100,20,168,5.0209e-06,0.0046041
16657,100,25,168,1.5524e-05,0.0046027
16662,100,30,168,3.0712e-06,0.0046013
16667,100,35,168,1.1562e-06,0.0045999
16672,100,40,168,2.9153e-06,0.0045985
16677,100,45,168,4.4889e-06,0.0045971
16682,100,50,168,1.131e-06,0.0045958
16687,100,55,168,4.5707e-05,0.0045944
16692,100,60,168,1.7115e-06,0.004593
16697,100,65,168,5.1188e-06,0.0045916
16702,100,70,168,2.6395e-06,0.0045903
16707,100,75,168,5.6488e-06,0.0045889
16712,100,80,168,1.3606e-05,0.0045875
16717,100,85,168,1.9945e-06,0.0045861
16722,100,90,168,2.8534e-06,0.0045847
16727,100,95,168,1.6994e-06,0.0045834
16732,100,100,168,2.9599e-06,0.004582
16737,100,105,168,3.3923e-07,0.0045806
16742,100,110,168,2.4875e-06,0.0045793
16747,100,115,168,5.844e-06,0.0045779
16752,100,120,168,2.7491e-06,0.0045765
16757,100,125,168,4.1228e-06,0.0045751
16762,100,130,168,2.9899e-06,0.0045738
16767,100,135,168,0.0014816,0.0045725
16772,100,140,168,1.8135e-06,0.0045711
16777,100,145,168,2.2031e-06,0.0045698
16782,100,150,168,1.0114e-06,0.0045684
16787,100,155,168,4.1286e-06,0.004567
16792,100,160,168,9.1286e-06,0.0045657
16797,100,165,168,6.3958e-07,0.0045643
16968,102,0,168,7.0098e-06,0.0045187
16973,102,5,168,4.7014e-05,0.0045174
16978,102,10,168,4.5921e-06,0.0045161
16983,102,15,168,1.2985e-05,0.0045147
16988,102,20,168,2.5641e-05,0.0045134
16993,102,25,168,2.0195e-06,0.0045121
16998,102,30,168,7.5054e-06,0.0045107
17003,102,35,168,1.1595e-06,0.0045094
17008,102,40,168,3.4636e-06,0.0045081
17013,102,45,168,7.8024e-06,0.0045067
17018,102,50,168,6.711e-06,0.0045054
17023,102,55,168,1.5727e-06,0.0045041
17028,102,60,168,0.0002173,0.0045028
17033,102,65,168,2.0066e-06,0.0045015
17038,102,70,168,3.9398e-06,0.0045001
17043,102,75,168,1.897e-06,0.0044988
17048,102,80,168,7.2341e-06,0.0044975
17053,102,85,168,3.2927e-06,0.0044962
17058,102,90,168,4.4615e-06,0.0044948
17063,102,95,168,6.3189e-06,0.0044935
17068,102,100,168,2.8388e-06,0.0044922
17073,102,105,168,1.2088e-06,0.0044909
17078,102,110,168,3.3998e-06,0.0044896
17083,102,115,168,1.2857e-06,0.0044882
17088,102,120,168,5.6972e-06,0.0044869
17093,102,125,168,1.066e-05,0.0044856
17098,102,130,168,6.1409e-06,0.0044843
17103,102,135,168,1.2197e-05,0.004483
17108,102,140,168,5.4669e-06,0.0044817
17113,102,145,168,7.2097e-06,0.0044804
17118,102,150,168,3.0327e-06,0.0044791
17123,102,155,168,2.9881e-06,0.0044778
17128,102,160,168,1.6542e-06,0.0044765
17133,102,165,168,3.821e-06,0.0044752
17304,104,0,168,1.555e-06,0.0044314
17309,104,5,168,1.304e-06,0.0044301
17314,104,10,168,2.0549e-06,0.0044288
17319,104,15,168,1.0186e-06,0.0044275
17324,104,20,168,3.5501e-06,0.0044263
17329,104,25,168,5.8622e-06,0.004425
17334,104,30,168,6.9219e-07,0.0044237
17339,104,35,168,3.2326e-06,0.0044224
17344,104,40,168,6.5867e-07,0.0044211
17349,104,45,168,1.4076e-06,0.0044199
17354,104,50,168,5.0507e-06,0.0044186
17359,104,55,168,5.1124e-06,0.0044173
17364,104,60,168,2.7353e-06,0.004416
17369,104,65,168,1.6675e-06,0.0044147
17374,104,70,168,9.6473e-06,0.0044135
17379,104,75,168,1.3614e-05,0.0044122
17384,104,80,168,4.166e-06,0.0044109
17389,104,85,168,2.2338e-06,0.0044097
17394,104,90,168,2.2244e-06,0.0044084
17399,104,95,168,4.1939e-06,0.0044071
17404,104,100,168,3.4861e-06,0.0044058
17409,104,105,168,1.0538e-06,0.0044046
17414,104,110,168,1.212e-06,0.0044034
17419,104,115,168,6.745e-07,0.0044021
17424,104,120,168,2.5163e-06,0.0044008
17429,104,125,168,3.7687e-05,0.0043995
17434,104,130,168,1.3592e-05,0.0043983
17439,104,135,168,2.6825e-06,0.004397
17444,104,140,168,2.0734e-05,0.0043958
17449,104,145,168,8.0792e-06,0.0043945
17454,104,150,168,5.245e-06,0.0043932
17459,104,155,168,1.6495e-06,0.004392
17464,104,160,168,1.7904e-06,0.0043907
17469,104,165,168,1.8288e-06,0.0043894
17640,106,0,168,5.3552e-06,0.0043472
17645,106,5,168,9.2896e-07,0.004346
17650,106,10,168,1.5099e-06,0.0043447
17655,106,15,168,1.0961e-05,0.0043435
17660,106,20,168,2.3617e-06,0.0043423
17665,106,25,168,9.653e-06,0.004341
17670,106,30,168,2.3732e-06,0.0043398
17675,106,35,168,3.9999e-06,0.0043386
17680,106,40,168,2.1579e-06,0.0043373
17685,106,45,168,4.5373e-06,0.0043361
17690,106,50,168,5.8145e-06,0.0043349
17695,106,55,168,7.6947e-07,0.0043336
17700,106,60,168,2.4606e-06,0.0043324
17705,106,65,168,1.5945e-06,0.0043312
17710,106,70,168,7.4923e-07,0.00433
17715,106,75,168,1.1099e-06,0.0043287
17720,106,80,168,4.1837e-06,0.0043275
17725,106,85,168,3.0731e-06,0.0043263
17730,106,90,168,1.5645e-06,0.0043251
17735,106,95,168,1.5826e-05,0.0043238
17740,106,100,168,3.2297e-06,0.0043226
17745,106,105,168,6.7543e-06,0.0043214
17750,106,110,168,1.3557e-06,0.0043202
17755,106,115,168,1.1117e-05,0.0043189
17760,106,120,168,2.3026e-05,0.0043177
17765,106,125,168,5.0762e-06,0.0043165
17770,106,130,168,1.6384e-06,0.0043153
17775,106,135,168,2.2353e-06,0.0043141
17780,106,140,168,2.4826e-06,0.0043129
17785,106,145,168,3.4856e-06,0.0043116
17790,106,150,168,8.7331e-07,0.0043104
17795,106,155,168,1.4991e-06,0.0043092
17800,106,160,168,4.352e-06,0.004308
17805,106,165,168,8.73e-06,0.0043068
17976,108,0,168,3.7145e-06,0.0042661
17981,108,5,168,1.977e-06,0.0042649
17986,108,10,168,1.6436e-05,0.0042637
17991,108,15,168,8.0091e-07,0.0042625
17996,108,20,168,1.8342e-06,0.0042613
18001,108,25,168,3.099e-07,0.0042601
18006,108,30,168,9.124e-07,0.0042589
18011,108,35,168,3.3536e-06,0.0042578
18016,108,40,168,9.9527e-07,0.0042566
18021,108,45,168,2.1724e-06,0.0042554
18026,108,50,168,1.1408e-06,0.0042542
18031,108,55,168,1.6667e-05,0.004253
18036,108,60,168,6.5538e-06,0.0042518
18041,108,65,168,4.337e-06,0.0042506
18046,108,70,168,1.447e-06,0.0042495
18051,108,75,168,2.6141e-06,0.0042483
18056,108,80,168,6.8544e-07,0.0042471
18061,108,85,168,4.3608e-06,0.0042459
18066,108,90,168,1.3089e-06,0.0042447
18071,108,95,168,1.757e-06,0.0042436
18076,108,100,168,2.0367e-06,0.0042424
18081,108,105,168,4.5167e-06,0.0042412
18086,108,110,168,1.5464e-06,0.00424
18091,108,115,168,2.7613e-06,0.0042389
18096,108,120,168,5.7229e-07,0.0042377
18101,108,125,168,2.1225e-06,0.0042365
18106,108,130,168,1.5344e-05,0.0042353
18111,108,135,168,2.8244e-06,0.0042342
18116,108,140,168,2.3555e-06,0.004233
18121,108,145,168,1.3485e-06,0.0042318
18126,108,150,168,4.7788e-06,0.0042306
18131,108,155,168,1.1799e-06,0.0042295
18136,108,160,168,1.4e-05,0.0042283
18141,108,165,168,2.0478e-05,0.0042271
18312,110,0,168,4.1767e-05,0.0041879
18317,110,5,168,4.325e-06,0.0041868
18322,110,10,168,5.9534e-07,0.0041856
18327,110,15,168,1.42e-06,0.0041845
18332,110,20,168,6.5145e-07,0.0041833
18337,110,25,168,1.2172e-06,0.0041822
18342,110,30,168,1.6261e-06,0.0041811
18347,110,35,168,3.1982e-06,0.0041799
18352,110,40,168,3.6048e-06,0.0041788
18357,110,45,168,1.6951e-06,0.0041776
18362,110,50,168,3.086e-05,0.0041765
18367,110,55,168,4.2533e-06,0.0041753
18372,110,60,168,1.1476e-06,0.0041742
18377,110,65,168,6.0873e-06,0.0041731
18382,110,70,168,8.6589e-07,0.0041719
18387,110,75,168,1.2655e-05,0.0041708
18392,110,80,168,2.1248e-06,0.0041696
18397,110,85,168,6.3259e-07,0.0041685
18402,110,90,168,3.3061e-07,0.0041674
18407,110,95,168,3.2936e-06,0.0041662
18412,110,100,168,8.0464e-07,0.0041651
18417,110,105,168,1.1264e-06,0.004164
18422,110,110,168,8.1303e-07,0.0041628
18427,110,115,168,4.837e-06,0.0041617
18432,110,120,168,7.0922e-06,0.0041606
18437,110,125,168,1.0275e-06,0.0041594
18442,110,130,168,6.4444e-07,0.0041583
18447,110,135,168,1.8591e-06,0.0041572
18452,110,140,168,1.8113e-06,0.004156
18457,110,145,168,1.7946e-06,0.0041549
18462,110,150,168,1.3655e-06,0.0041538
18467,110,155,168,7.7412e-06,0.0041526
18472,110,160,168,1.0384e-05,0.0041515
18477,110,165,168,1.5452e-06,0.0041504
18648,112,0,168,9.5861e-06,0.0041126
18653,112,5,168,7.3176e-07,0.0041114
18658,112,10,168,6.8438e-06,0.0041103
18663,112,15,168,6.1325e-07,0.0041092
18668,112,20,168,3.0684e-06,0.0041081
18673,112,25,168,4.7804e-06,0.004107
18678,112,30,168,6.2351e-07,0.0041059
18683,112,35,168,9.6216e-06,0.0041048
18688,112,40,168,1.867e-06,0.0041037
18693,112,45,168,3.7143e-06,0.0041026
18698,112,50,168,1.8701e-06,0.0041015
18703,112,55,168,2.0265e-06,0.0041004
18708,112,60,168,6.128e-07,0.0040993
18713,112,65,168,6.2158e-06,0.0040982
18718,112,70,168,2.261e-06,0.0040971
18723,112,75,168,1.4503e-06,0.004096
18728,112,80,168,2.4845e-06,0.0040949
18733,112,85,168,8.43e-07,0.0040938
18738,112,90,168,5.12e-06,0.0040927
18743,112,95,168,2.2176e-06,0.0040916
18748,112,100,168,1.0405e-06,0.0040905
18753,112,105,168,1.2132e-06,0.0040894
18758,112,110,168,4.6631e-06,0.0040883
18763,112,115,168,7.1684e-07,0.0040873
18768,112,120,168,1.3357e-05,0.0040862
18773,112,125,168,5.1165e-06,0.0040851
18778,112,130,168,2.0073e-06,0.004084
18783,112,135,168,2.3032e-06,0.0040829
18788,112,140,168,4.9517e-06,0.0040818
18793,112,145,168,4.6879e-06,0.0040807
18798,112,150,168,5.4016e-07,0.0040796
18803,112,155,168,1.8714e-06,0.0040785
18808,112,160,168,6.9638e-07,0.0040774
18813,112,165,168,9.454e-06,0.0040763
18984,114,0,168,1.5023e-06,0.0040398
18989,114,5,168,4.8098e-06,0.0040388
18994,114,10,168,4.8684e-07,0.0040377
18999,114,15,168,1.6813e-06,0.0040366
19004,114,20,168,3.7695e-07,0.0040356
19009,114,25,168,1.7767e-06,0.0040345
19014,114,30,168,2.0489e-07,0.0040334
19019,114,35,168,4.8247e-06,0.0040324
19024,114,40,168,2.6602e-06,0.0040313
19029,114,45,168,6.6123e-07,0.0040302
19034,114,50,168,5.4853e-07,0.0040292
19039,114,55,168,3.8999e-07,0.0040281
19044,114,60,168,1.1325e-05,0.0040271
19049,114,65,168,8.1628e-07,0.004026
19054,114,70,168,5.2534e-06,0.0040249
19059,114,75,168,3.4994e-07,0.0040239
19064,114,80,168,3.7904e-07,0.0040228
19069,114,85,168,8.9052e-07,0.0040218
19074,114,90,168,2.1026e-06,0.0040207
19079,114,95,168,1.6245e-05,0.0040196
19084,114,100,168,7.3154e-07,0.0040186
19089,114,105,168,9.4082e-07,0.0040175
19094,114,110,168,4.6844e-07,0.0040165
19099,114,115,168,9.7052e-06,0.0040154
19104,114,120,168,1.6747e-06,0.0040144
19109,114,125,168,3.6228e-07,0.0040133
19114,114,130,168,1.4349e-06,0.0040122
19119,114,135,168,5.017e-06,0.0040112
19124,114,140,168,2.8242e-07,0.0040101
19129,114,145,168,1.4472e-06,0.0040091
19134,114,150,168,1.8883e-06,0.004008
19139,114,155,168,4.2736e-06,0.004007
19144,114,160,168,1.9271e-06,0.0040059
19149,114,165,168,1.4963e-06,0.0040049
19320,116,0,168,4.724e-07,0.0039696
19325,116,5,168,3.7569e-06,0.0039686
19330,116,10,168,2.032e-05,0.0039676
19335,116,15,168,4.2771e-07,0.0039666
19340,116,20,168,1.2335e-06,0.0039655
19345,116,25,168,2.9173e-07,0.0039645
19350,116,30,168,6.3528e-06,0.0039635
19355,116,35,168,8.8078e-07,0.0039624
19360,116,40,168,2.1273e-06,0.0039614
19365,116,45,168,4.6715e-06,0.0039604
19370,116,50,168,6.6471e-07,0.0039594
19375,116,55,168,2.3632e-07,0.0039583
19380,116,60,168,3.937e-07,0.0039573
19385,116,65,168,1.0831e-06,0.0039563
19390,116,70,168,3.2448e-06,0.0039553
19395,116,75,168,6.4935e-07,0.0039542
19400,116,80,168,3.2607e-06,0.0039532
19405,116,85,168,1.4727e-05,0.0039522
19410,116,90,168,1.3192e-06,0.0039512
19415,116,95,168,5.9369e-07,0.0039501
19420,116,100,168,2.1671e-06,0.0039491
19425,116,105,168,1.1548e-07,0.0039481
19430,116,110,168,6.4915e-05,0.0039471
19435,116,115,168,1.3042e-06,0.0039461
19440,116,120,168,1.948e-06,0.003945
19445,116,125,168,7.6488e-06,0.003944
19450,116,130,168,8.0601e-07,0.003943
19455,116,135,168,4.1978e-07,0.003942
19460,116,140,168,6.7566e-07,0.003941
19465,116,145,168,9.601e-06,0.00394
19470,116,150,168,1.6797e-06,0.0039389
19475,116,155,168,5.6787e-07,0.0039379
19480,116,160,168,9.6293e-07,0.0039369
19485,116,165,168,3.0861e-06,0.0039359
19656,118,0,168,2.1803e-06,0.0039018
19661,118,5,168,7.9882e-07,0.0039009
19666,118,10,168,9.9309e-07,0.0038999
19671,118,15,168,9.1846e-07,0.0038989
19676,118,20,168,1.3262e-05,0.0038979
19681,118,25,168,8.9822e-07,0.0038969
19686,118,30,168,4.8124e-07,0.0038959
19691,118,35,168,3.6228e-07,0.0038949
19696,118,40,168,4.0465e-07,0.0038939
19701,118,45,168,1.1429e-06,0.0038929
19706,118,50,168,4.0605e-07,0.0038919
19711,118,55,168,5.4225e-07,0.0038909
19716,118,60,168,1.3105e-06,0.0038899
19721,118,65,168,3.2596e-07,0.0038889
19726,118,70,168,1.0801e-06,0.0038879
19731,118,75,168,3.3644e-07,0.003887
19736,118,80,168,7.0801e-06,0.003886
19741,118,85,168,8.6324e-07,0.003885
19746,118,90,168,9.5659e-07,0.003884
19751,118,95,168,7.1826e-07,0.003883
19756,118,100,168,3.8195e-06,0.003882
19761,118,105,168,1.1164e-06,0.003881
19766,118,110,168,9.4466e-07,0.00388
19771,118,115,168,2.2142e-07,0.0038791
19776,118,120,168,1.2568e-06,0.0038781
19781,118,125,168,1.1083e-07,0.0038771
19786,118,130,168,8.3468e-07,0.0038761
19791,118,135,168,1.1106e-07,0.0038751
19796,118,140,168,1.5283e-06,0.0038741
19801,118,145,168,3.22e-07,0.0038731
19806,118,150,168,2.5565e-07,0.0038722
19811,118,155,168,2.1979e-07,0.0038712
19816,118,160,168,6.37e-06,0.0038702
19821,118,165,168,7.1312e-07,0.0038692
19992,120,0,168,2.7029e-06,0.0038363
19997,120,5,168,9.222e-07,0.0038354
20002,120,10,168,1.1349e-06,0.0038344
20007,120,15,168,6.6492e-07,0.0038334
20012,120,20,168,6.8939e-07,0.0038325
20017,120,25,168,2.5204e-06,0.0038315
20022,120,30,168,1.844e-07,0.0038306
20027,120,35,168,3.0431e-07,0.0038296
20032,120,40,168,2.4582e-05,0.0038286
20037,120,45,168,6.7403e-07,0.0038277
20042,120,50,168,7.6407e-07,0.0038267
20047,120,55,168,7.4779e-06,0.0038258
20052,120,60,168,2.4579e-06,0.0038248
20057,120,65,168,1.9697e-07,0.0038238
20062,120,70,168,5.3555e-06,0.0038229
20067,120,75,168,5.033e-06,0.0038219
20072,120,80,168,8.6331e-07,0.003821
20077,120,85,168,5.2177e-07,0.00382
20082,120,90,168,8.3724e-07,0.0038191
20087,120,95,168,1.7462e-07,0.0038181
20092,120,100,168,8.165e-07,0.0038171
20097,120,105,168,9.0117e-07,0.0038162
20102,120,110,168,1.3608e-06,0.0038152
20107,120,115,168,1.6338e-06,0.0038143
20112,120,120,168,8.5047e-07,0.0038133
20117,120,125,168,3.5343e-07,0.0038124
20122,120,130,168,8.5282e-07,0.0038114
20127,120,135,168,5.1012e-07,0.0038105
20132,120,140,168,7.3915e-06,0.0038095
20137,120,145,168,3.0151e-07,0.0038086
20142,120,150,168,3.6041e-07,0.0038076
20147,120,155,168,1.4923e-06,0.0038067
20152,120,160,168,3.8005e-06,0.0038057
20157,120,165,168,2.0908e-07,0.0038048
20328,122,0,168,3.1159e-05,0.003773
20333,122,5,168,1.8161e-07,0.003772
20338,122,10,168,4.7706e-07,0.0037711
20343,122,15,168,3.5413e-07,0.0037702
20348,122,20,168,5.9111e-07,0.0037692
20353,122,25,168,6.5863e-06,0.0037683
20358,122,30,168,9.7618e-07,0.0037674
20363,122,35,168,3.7089e-07,0.0037665
20368,122,40,168,7.4595e-06,0.0037655
20373,122,45,168,3.2643e-07,0.0037646
20378,122,50,168,9.5431e-07,0.0037637
20383,122,55,168,1.8953e-05,0.0037627
20388,122,60,168,7.823e-08,0.0037618
20393,122,65,168,1.4063e-07,0.0037609
20398,122,70,168,3.1455e-07,0.00376
20403,122,75,168,1.7003e-06,0.003759
20408,122,80,168,2.4017e-06,0.0037581
20413,122,85,168,3.8091e-07,0.0037572
20418,122,90,168,2.6811e-06,0.0037563
20423,122,95,168,2.8211e-06,0.0037553
20428,122,100,168,1.7149e-06,0.0037544
20433,122,105,168,8.9964e-07,0.0037535
20438,122,110,168,5.4178e-07,0.0037526
20443,122,115,168,3.7066e-07,0.0037516
20448,122,120,168,2.2608e-07,0.0037507
20453,122,125,168,2.6565e-07,0.0037498
20458,122,130,168,5.0042e-06,0.0037489
20463,122,135,168,4.3537e-06,0.003748
20468,122,140,168,5.0382e-07,0.0037471
20473,122,145,168,3.3489e-06,0.0037461
20478,122,150,168,1.4296e-07,0.0037452
20483,122,155,168,6.589e-07,0.0037443
20488,122,160,168,1.6279e-05,0.0037434
20493,122,165,168,1.5163e-06,0.0037425
20664,124,0,168,6.7472e-07,0.0037117
20669,124,5,168,2.5525e-06,0.0037111
20674,124,10,168,1.2686e-06,0.0037102
20679,124,15,168,2.6758e-06,0.0037093
20684,124,20,168,6.9704e-07,0.003709
20689,124,25,168,3.1944e-07,0.0037081
20694,124,30,168,5.7986e-06,0.0037072
20699,124,35,168,5.5412e-07,0.0037063
20704,124,40,168,1.2701e-06,0.0037054
20709,124,45,168,4.5261e-07,0.0037047
20714,124,50,168,5.7742e-08,0.0037038
20719,124,55,168,5.9648e-07,0.0037029
20724,124,60,168,1.4431e-05,0.003702
20729,124,65,168,4.7101e-07,0.0037011
20734,124,70,168,7.1266e-07,0.0037002
20739,124,75,168,1.5716e-07,0.0036995
20744,124,80,168,2.2552e-06,0.0036986
20749,124,85,168,7.9786e-07,0.0036977
20754,124,90,168,2.0532e-06,0.0036968
20759,124,95,168,3.8905e-07,0.003696
20764,124,100,168,2.1503e-06,0.0036951
20769,124,105,168,1.5442e-06,0.0036942
20774,124,110,168,1.7293e-05,0.0036933
20779,124,115,168,6.6169e-07,0.0036924
20784,124,120,168,7.1824e-07,0.0036915
20789,124,125,168,2.8358e-07,0.0036906
20794,124,130,168,1.7439e-07,0.0036897
20799,124,135,168,1.1655e-06,0.0036888
20804,124,140,168,2.1943e-06,0.003688
20809,124,145,168,5.7366e-06,0.0036871
20814,124,150,168,7.4201e-07,0.0036862
20819,124,155,168,2.2582e-06,0.0036855
20824,124,160,168,1.0779e-06,0.0036846
20829,124,165,168,1.1383e-06,0.0036837
21000,126,0,168,1.2018e-06,0.0036547
21005,126,5,168,2.5444e-06,0.0036538
21010,126,10,168,1.3913e-06,0.0036529
21015,126,15,168,4.1553e-06,0.003652
21020,126,20,168,5.1292e-07,0.0036512
21025,126,25,168,4.6254e-06,0.0036503
21030,126,30,168,1.4842e-06,0.0036494
21035,126,35,168,2.1342e-06,0.0036486
21040,126,40,168,2.8481e-06,0.0036477
21045,126,45,168,6.558e-06,0.0036468
21050,126,50,168,3.0221e-06,0.0036459
21055,126,55,168,1.164e-06,0.0036451
21060,126,60,168,2.1411e-05,0.0036442
21065,126,65,168,5.376e-07,0.0036433
21070,126,70,168,5.5881e-06,0.0036425
21075,126,75,168,1.5987e-06,0.0036416
21080,126,80,168,2.1929e-06,0.0036407
21085,126,85,168,4.0637e-06,0.0036399
21090,126,90,168,7.97e-06,0.003639
21095,126,95,168,6.2888e-06,0.0036381
21100,126,100,168,3.3737e-07,0.0036373
21105,126,105,168,6.0603e-07,0.0036364
21110,126,110,168,2.3024e-05,0.0036356
21115,126,115,168,1.2775e-06,0.0036347
21120,126,120,168,6.9472e-06,0.0036338
21125,126,125,168,1.2623e-06,0.003633
21130,126,130,168,2.3958e-07,0.0036321
21135,126,135,168,1.1298e-05,0.0036312
21140,126,140,168,4.2488e-06,0.0036304
21145,126,145,168,2.7107e-06,0.0036295
21150,126,150,168,2.0355e-06,0.0036287
21155,126,155,168,2.1343e-06,0.0036278
21160,126,160,168,2.0255e-06,0.0036269
21165,126,165,168,4.1793e-07,0.0036261
21336,128,0,168,2.5433e-05,0.0035972
21341,128,5,168,7.362e-07,0.0035964
21346,128,10,168,2.2176e-06,0.0035956
21351,128,15,168,2.5281e-06,0.0035947
21356,128,20,168,3.2479e-07,0.0035939
21361,128,25,168,1.3417e-06,0.003593
21366,128,30,168,2.0258e-06,0.0035922
21371,128,35,168,2.2258e-07,0.0035913
21376,128,40,168,4.8661e-07,0.0035905
21381,128,45,168,2.5238e-07,0.0035896
21386,128,50,168,5.4483e-06,0.0035888
21391,128,55,168,1.8908e-05,0.003588
21396,128,60,168,9.0847e-07,0.0035871
21401,128,65,168,2.8282e-06,0.0035863
21406,128,70,168,4.0745e-07,0.0035854
21411,128,75,168,7.0616e-07,0.0035846
21416,128,80,168,7.3969e-07,0.0035838
21421,128,85,168,5.795e-07,0.0035829
21426,128,90,168,8.3467e-07,0.0035821
21431,128,95,168,1.1107e-05,0.0035812
21436,128,100,168,7.2223e-07,0.0035804
21441,128,105,168,5.497e-07,0.0035796
21446,128,110,168,1.9581e-07,0.0035787
21451,128,115,168,7.504e-07,0.0035779
21456,128,120,168,5.6484e-07,0.003577
21461,128,125,168,3.5513e-06,0.0035762
21466,128,130,168,1.1094e-06,0.0035754
21471,128,135,168,5.2852e-07,0.0035745
21476,128,140,168,3.5539e-05,0.0035737
21481,128,145,168,1.5023e-06,0.0035729
21486,128,150,168,1.8759e-06,0.003572
21491,128,155,168,2.4578e-06,0.0035712
21496,128,160,168,3.4645e-07,0.0035704
21501,128,165,168,1.6855e-06,0.0035695
21672,130,0,168,5.0686e-07,0.0035417
21677,130,5,168,7.1823e-07,0.0035409
21682,130,10,168,2.8521e-07,0.0035401
21687,130,15,168,6.5192e-08,0.0035393
21692,130,20,168,1.0198e-07,0.0035385
21697,130,25,168,1.9952e-05,0.0035376
21702,130,30,168,2.6066e-05,0.0035368
21707,130,35,168,2.6798e-07,0.003536
21712,130,40,168,1.0263e-05,0.0035352
21717,130,45,168,3.4226e-07,0.0035344
21722,130,50,168,1.0575e-06,0.0035336
21727,130,55,168,3.7717e-06,0.0035328
21732,130,60,168,5.2479e-06,0.003532
21737,130,65,168,0.030251,0.0035326
21742,130,70,168,4.3875e-06,0.0035318
21747,130,75,168,0.01509,0.0035317
21752,130,80,168,2.2212e-07,0.0035309
21757,130,85,168,1.0221e-06,0.0035301
21762,130,90,168,8.2071e-07,0.0035293
21767,130,95,168,0.0011292,0.0035286
21772,130,100,168,3.0873e-07,0.0035278
21777,130,105,168,3.383e-07,0.0035269
21782,130,110,168,6.2737e-06,0.0035261
21787,130,115,168,5.7049e-06,0.0035253
21792,130,120,168,1.4397e-06,0.0035245
21797,130,125,168,4.8232e-06,0.0035241
21802,130,130,168,3.359e-06,0.0035233
21807,130,135,168,3.6311e-06,0.0035225
21812,130,140,168,6.1582e-07,0.0035217
21817,130,145,168,3.5579e-06,0.0035209
21822,130,150,168,8.881e-06,0.0035201
21827,130,155,168,4.4549e-06,0.0035193
21832,130,160,168,6.978e-06,0.0035196
21837,130,165,168,3.9437e-06,0.0035188
22008,132,0,168,7.4688e-07,0.0034922
22013,132,5,168,3.1819e-06,0.0034914
22018,132,10,168,2.0649e-06,0.0034906
22023,132,15,168,4.2765e-06,0.0034898
22028,132,20,168,2.3534e-06,0.003489
22033,132,25,168,3.9913e-06,0.0034882
22038,132,30,168,2.7786e-06,0.0034874
22043,132,35,168,1.135e-05,0.0034867
22048,132,40,168,7.7901e-07,0.0034859
22053,132,45,168,2.2668e-06,0.0034851
22058,132,50,168,1.4183e-06,0.0034843
22063,132,55,168,6.2943e-06,0.0034835
22068,132,60,168,5.7914e-06,0.0034827
22073,132,65,168,5.1969e-06,0.0034819
22078,132,70,168,3.5013e-06,0.0034811
22083,132,75,168,1.1853e-06,0.0034803
22088,132,80,168,1.9856e-06,0.0034795
22093,132,85,168,1.1103e-05,0.0034788
22098,132,90,168,2.2796e-05,0.003478
22103,132,95,168,1.3685e-06,0.0034772
22108,132,100,168,2.244e-06,0.0034764
22113,132,105,168,6.9049e-06,0.0034756
22118,132,110,168,9.6319e-07,0.0034748
22123,132,115,168,4.8341e-06,0.003474
22128,132,120,168,3.6497e-06,0.0034732
22133,132,125,168,1.5796e-05,0.0034724
22138,132,130,168,8.84e-07,0.0034717
22143,132,135,168,3.12e-05,0.0034709
22148,132,140,168,1.1172e-05,0.0034701
22153,132,145,168,4.7709e-06,0.0034693
22158,132,150,168,5.7764e-06,0.0034685
22163,132,155,168,1.3614e-06,0.0034677
22168,132,160,168,6.3412e-06,0.003467
22173,132,165,168,2.0141e-06,0.0034662
22344,134,0,168,1.2477e-06,0.0034399
22349,134,5,168,6.888e-06,0.0034391
22354,134,10,168,3.4227e-06,0.0034383
22359,134,15,168,1.1709e-06,0.0034375
22364,134,20,168,6.7958e-06,0.0034368
22369,134,25,168,8.1864e-06,0.003436
22374,134,30,168,1.2083e-06,0.0034352
22379,134,35,168,2.8917e-06,0.0034345
22384,134,40,168,3.0842e-06,0.0034337
22389,134,45,168,1.0453e-06,0.0034329
22394,134,50,168,1.8784e-06,0.0034322
22399,134,55,168,4.1551e-06,0.0034314
22404,134,60,168,8.4352e-07,0.0034306
22409,134,65,168,8.815e-06,0.0034299
22414,134,70,168,7.285e-06,0.0034291
22419,134,75,168,6.5307e-07,0.0034283
22424,134,80,168,7.3187e-06,0.0034276
22429,134,85,168,2.346e-06,0.0034268
22434,134,90,168,8.5654e-06,0.003426
22439,134,95,168,2.4605e-06,0.0034253
22444,134,100,168,4.8614e-07,0.0034245
22449,134,105,168,1.2685e-05,0.0034237
22454,134,110,168,1.6875e-06,0.003423
22459,134,115,168,5.9388e-06,0.0034222
22464,134,120,168,6.3119e-07,0.0034215
22469,134,125,168,2.3425e-06,0.0034207
22474,134,130,168,6.6957e-06,0.0034199
22479,134,135,168,8.6797e-07,0.0034192
22484,134,140,168,1.2545e-05,0.0034184
22489,134,145,168,2.6764e-05,0.0034176
22494,134,150,168,3.8259e-06,0.0034169
