[2024-07-02 13:18:58] [PID 0] [INFO] Load config successfully!
[2024-07-02 13:18:58] [PID 0] [INFO] {'batch_size': 512,
 'ckpt_path': 'checkpoints/checkpoint_0',
 'comment': 'no comments',
 'continuous_train': False,
 'crystal_gnn_config': {'atom_fea_len': 512, 'n_conv': 3},
 'dmin': 0,
 'drop_rate': 0.25,
 'dtype': torch.float32,
 'epochs': 500,
 'experiment_name': '0',
 'figs_train': 'figs/train_0.pdf',
 'head_output_dim': 2,
 'load_pretrain': True,
 'log_batch_freq': 5,
 'log_epoch_freq': 2,
 'log_file': 'logs/out_0.log',
 'lr': 0.001,
 'lr_milestones': [100],
 'max_num_nbr': 12,
 'momentum': 0.9,
 'num_workers': 8,
 'pre_ckpt_path': 'checkpoints/pre_checkpoint_0',
 'precision': 'float32',
 'processed_dir': {'negative': 'processed_negative',
                   'positive': 'processed_positive'},
 'radius': 20,
 'random_seed': 666,
 'ratio': 711,
 'root_dir': 'data',
 'sample_size': 10,
 'save_epoch_freq': 5,
 'shuffle': True,
 'step': 0.2,
 'weight_decay': 0}
[2024-07-02 13:18:58] [PID 0] [INFO] Load data...
[2024-07-02 13:18:58] [PID 0] [INFO] Process...
[2024-07-02 13:19:35] [PID 0] [INFO] Total number of data points: 85590
[2024-07-02 13:19:35] [PID 0] [INFO] Number of batches per epoch: 168
[2024-07-02 13:19:39] [PID 0] [INFO] Train...
[2024-07-02 14:47:51] [PID 0] [INFO] [Train] Epoch [88/500] [145/168]	 BT 0.327 (0.358)	 DT 0.011 (0.020)	 Loss 7.6837e-06 (5.1864e-03)	
[2024-07-02 14:47:53] [PID 0] [INFO] [Train] Epoch [88/500] [150/168]	 BT 0.365 (0.358)	 DT 0.015 (0.020)	 Loss 2.5688e-05 (5.1847e-03)	
[2024-07-02 14:47:55] [PID 0] [INFO] [Train] Epoch [88/500] [155/168]	 BT 0.372 (0.358)	 DT 0.011 (0.020)	 Loss 5.5145e-06 (5.1829e-03)	
[2024-07-02 14:47:56] [PID 0] [INFO] [Train] Epoch [88/500] [160/168]	 BT 0.334 (0.358)	 DT 0.011 (0.020)	 Loss 5.1598e-06 (5.1818e-03)	
[2024-07-02 14:47:58] [PID 0] [INFO] [Train] Epoch [88/500] [165/168]	 BT 0.357 (0.358)	 DT 0.010 (0.020)	 Loss 9.0284e-05 (5.1803e-03)	
[2024-07-02 14:49:00] [PID 0] [INFO] [Train] Epoch [90/500] [0/168]	 BT 1.556 (0.358)	 DT 1.222 (0.020)	 Loss 3.7486e-04 (5.1232e-03)	
[2024-07-02 14:49:02] [PID 0] [INFO] [Train] Epoch [90/500] [5/168]	 BT 0.380 (0.358)	 DT 0.011 (0.020)	 Loss 1.2881e-05 (5.1217e-03)	
[2024-07-02 14:49:03] [PID 0] [INFO] [Train] Epoch [90/500] [10/168]	 BT 0.355 (0.358)	 DT 0.011 (0.020)	 Loss 2.1319e-04 (5.1200e-03)	
[2024-07-02 14:49:05] [PID 0] [INFO] [Train] Epoch [90/500] [15/168]	 BT 0.328 (0.358)	 DT 0.011 (0.020)	 Loss 5.6664e-06 (5.1185e-03)	
[2024-07-02 14:49:07] [PID 0] [INFO] [Train] Epoch [90/500] [20/168]	 BT 0.342 (0.358)	 DT 0.011 (0.020)	 Loss 1.0624e-06 (5.1168e-03)	
[2024-07-02 14:49:09] [PID 0] [INFO] [Train] Epoch [90/500] [25/168]	 BT 0.331 (0.358)	 DT 0.011 (0.020)	 Loss 2.6766e-06 (5.1151e-03)	
[2024-07-02 14:49:10] [PID 0] [INFO] [Train] Epoch [90/500] [30/168]	 BT 0.343 (0.358)	 DT 0.011 (0.020)	 Loss 8.1735e-05 (5.1134e-03)	
[2024-07-02 14:49:12] [PID 0] [INFO] [Train] Epoch [90/500] [35/168]	 BT 0.367 (0.358)	 DT 0.011 (0.020)	 Loss 1.8793e-05 (5.1120e-03)	
[2024-07-02 14:49:14] [PID 0] [INFO] [Train] Epoch [90/500] [40/168]	 BT 0.322 (0.358)	 DT 0.010 (0.020)	 Loss 1.2840e-05 (5.1102e-03)	
[2024-07-02 14:49:16] [PID 0] [INFO] [Train] Epoch [90/500] [45/168]	 BT 0.386 (0.358)	 DT 0.011 (0.020)	 Loss 6.4033e-06 (5.1085e-03)	
[2024-07-02 14:49:17] [PID 0] [INFO] [Train] Epoch [90/500] [50/168]	 BT 0.341 (0.358)	 DT 0.010 (0.020)	 Loss 7.0480e-04 (5.1069e-03)	
[2024-07-02 14:49:19] [PID 0] [INFO] [Train] Epoch [90/500] [55/168]	 BT 0.370 (0.358)	 DT 0.011 (0.020)	 Loss 3.2257e-05 (5.1054e-03)	
[2024-07-02 14:49:21] [PID 0] [INFO] [Train] Epoch [90/500] [60/168]	 BT 0.359 (0.358)	 DT 0.011 (0.020)	 Loss 1.0730e-05 (5.1037e-03)	
[2024-07-02 14:49:23] [PID 0] [INFO] [Train] Epoch [90/500] [65/168]	 BT 0.345 (0.358)	 DT 0.011 (0.020)	 Loss 2.5363e-06 (5.1020e-03)	
[2024-07-02 14:49:24] [PID 0] [INFO] [Train] Epoch [90/500] [70/168]	 BT 0.338 (0.358)	 DT 0.011 (0.020)	 Loss 2.4881e-06 (5.1003e-03)	
[2024-07-02 14:49:26] [PID 0] [INFO] [Train] Epoch [90/500] [75/168]	 BT 0.356 (0.358)	 DT 0.011 (0.020)	 Loss 7.9633e-06 (5.0986e-03)	
[2024-07-02 14:49:28] [PID 0] [INFO] [Train] Epoch [90/500] [80/168]	 BT 0.312 (0.358)	 DT 0.010 (0.020)	 Loss 5.6136e-06 (5.0969e-03)	
[2024-07-02 14:49:30] [PID 0] [INFO] [Train] Epoch [90/500] [85/168]	 BT 0.350 (0.358)	 DT 0.011 (0.020)	 Loss 7.0226e-06 (5.0952e-03)	
[2024-07-02 14:49:31] [PID 0] [INFO] [Train] Epoch [90/500] [90/168]	 BT 0.342 (0.358)	 DT 0.011 (0.020)	 Loss 7.2379e-06 (5.0935e-03)	
[2024-07-02 14:49:33] [PID 0] [INFO] [Train] Epoch [90/500] [95/168]	 BT 0.359 (0.358)	 DT 0.011 (0.020)	 Loss 7.5253e-06 (5.0918e-03)	
[2024-07-02 14:49:35] [PID 0] [INFO] [Train] Epoch [90/500] [100/168]	 BT 0.341 (0.358)	 DT 0.011 (0.020)	 Loss 2.1007e-06 (5.0901e-03)	
[2024-07-02 14:49:37] [PID 0] [INFO] [Train] Epoch [90/500] [105/168]	 BT 0.352 (0.358)	 DT 0.010 (0.020)	 Loss 9.2732e-06 (5.0884e-03)	
[2024-07-02 14:49:39] [PID 0] [INFO] [Train] Epoch [90/500] [110/168]	 BT 0.362 (0.358)	 DT 0.011 (0.020)	 Loss 3.3118e-06 (5.0867e-03)	
[2024-07-02 14:49:40] [PID 0] [INFO] [Train] Epoch [90/500] [115/168]	 BT 0.355 (0.358)	 DT 0.013 (0.020)	 Loss 3.5971e-06 (5.0850e-03)	
[2024-07-02 14:49:42] [PID 0] [INFO] [Train] Epoch [90/500] [120/168]	 BT 0.373 (0.358)	 DT 0.012 (0.020)	 Loss 1.4101e-05 (5.0833e-03)	
[2024-07-02 14:49:44] [PID 0] [INFO] [Train] Epoch [90/500] [125/168]	 BT 0.324 (0.358)	 DT 0.010 (0.020)	 Loss 4.8962e-06 (5.0816e-03)	
[2024-07-02 14:49:46] [PID 0] [INFO] [Train] Epoch [90/500] [130/168]	 BT 0.354 (0.358)	 DT 0.011 (0.020)	 Loss 1.6359e-05 (5.0800e-03)	
[2024-07-02 14:49:47] [PID 0] [INFO] [Train] Epoch [90/500] [135/168]	 BT 0.340 (0.358)	 DT 0.011 (0.020)	 Loss 1.5831e-05 (5.0783e-03)	
[2024-07-02 14:49:49] [PID 0] [INFO] [Train] Epoch [90/500] [140/168]	 BT 0.326 (0.358)	 DT 0.011 (0.020)	 Loss 7.8559e-06 (5.0766e-03)	
[2024-07-02 14:49:51] [PID 0] [INFO] [Train] Epoch [90/500] [145/168]	 BT 0.355 (0.358)	 DT 0.012 (0.020)	 Loss 4.6127e-06 (5.0749e-03)	
[2024-07-02 14:49:53] [PID 0] [INFO] [Train] Epoch [90/500] [150/168]	 BT 0.345 (0.358)	 DT 0.015 (0.020)	 Loss 2.4122e-06 (5.0732e-03)	
[2024-07-02 14:49:54] [PID 0] [INFO] [Train] Epoch [90/500] [155/168]	 BT 0.331 (0.357)	 DT 0.010 (0.020)	 Loss 4.1383e-06 (5.0715e-03)	
[2024-07-02 14:49:56] [PID 0] [INFO] [Train] Epoch [90/500] [160/168]	 BT 0.342 (0.357)	 DT 0.011 (0.020)	 Loss 1.0750e-05 (5.0698e-03)	
[2024-07-02 14:49:58] [PID 0] [INFO] [Train] Epoch [90/500] [165/168]	 BT 0.362 (0.357)	 DT 0.011 (0.020)	 Loss 1.3952e-03 (5.0683e-03)	
[2024-07-02 14:50:59] [PID 0] [INFO] [Train] Epoch [92/500] [0/168]	 BT 1.309 (0.357)	 DT 0.969 (0.020)	 Loss 4.0467e-06 (5.0128e-03)	
[2024-07-02 14:51:01] [PID 0] [INFO] [Train] Epoch [92/500] [5/168]	 BT 0.358 (0.357)	 DT 0.011 (0.020)	 Loss 3.1860e-05 (5.0112e-03)	
[2024-07-02 14:51:03] [PID 0] [INFO] [Train] Epoch [92/500] [10/168]	 BT 0.334 (0.357)	 DT 0.011 (0.020)	 Loss 1.6819e-05 (5.0095e-03)	
[2024-07-02 14:51:05] [PID 0] [INFO] [Train] Epoch [92/500] [15/168]	 BT 0.318 (0.357)	 DT 0.010 (0.020)	 Loss 8.1614e-06 (5.0079e-03)	
[2024-07-02 14:51:06] [PID 0] [INFO] [Train] Epoch [92/500] [20/168]	 BT 0.361 (0.357)	 DT 0.011 (0.020)	 Loss 1.1848e-05 (5.0063e-03)	
[2024-07-02 14:51:08] [PID 0] [INFO] [Train] Epoch [92/500] [25/168]	 BT 0.335 (0.357)	 DT 0.011 (0.020)	 Loss 1.0782e-05 (5.0046e-03)	
[2024-07-02 14:51:10] [PID 0] [INFO] [Train] Epoch [92/500] [30/168]	 BT 0.361 (0.357)	 DT 0.011 (0.020)	 Loss 1.6589e-05 (5.0030e-03)	
[2024-07-02 14:51:12] [PID 0] [INFO] [Train] Epoch [92/500] [35/168]	 BT 0.368 (0.357)	 DT 0.015 (0.020)	 Loss 1.8287e-05 (5.0014e-03)	
[2024-07-02 14:51:13] [PID 0] [INFO] [Train] Epoch [92/500] [40/168]	 BT 0.335 (0.357)	 DT 0.010 (0.020)	 Loss 5.2339e-06 (4.9997e-03)	
[2024-07-02 14:51:15] [PID 0] [INFO] [Train] Epoch [92/500] [45/168]	 BT 0.354 (0.357)	 DT 0.011 (0.020)	 Loss 5.4610e-06 (4.9981e-03)	
[2024-07-02 14:51:17] [PID 0] [INFO] [Train] Epoch [92/500] [50/168]	 BT 0.357 (0.357)	 DT 0.012 (0.020)	 Loss 1.5184e-05 (4.9965e-03)	
[2024-07-02 14:51:19] [PID 0] [INFO] [Train] Epoch [92/500] [55/168]	 BT 0.377 (0.357)	 DT 0.012 (0.020)	 Loss 8.8425e-05 (4.9948e-03)	
[2024-07-02 14:51:20] [PID 0] [INFO] [Train] Epoch [92/500] [60/168]	 BT 0.332 (0.357)	 DT 0.011 (0.020)	 Loss 3.8281e-06 (4.9932e-03)	
[2024-07-02 14:51:22] [PID 0] [INFO] [Train] Epoch [92/500] [65/168]	 BT 0.358 (0.357)	 DT 0.011 (0.020)	 Loss 1.0271e-05 (4.9916e-03)	
[2024-07-02 14:51:24] [PID 0] [INFO] [Train] Epoch [92/500] [70/168]	 BT 0.364 (0.357)	 DT 0.012 (0.020)	 Loss 1.2455e-05 (4.9900e-03)	
[2024-07-02 14:51:26] [PID 0] [INFO] [Train] Epoch [92/500] [75/168]	 BT 0.359 (0.357)	 DT 0.011 (0.020)	 Loss 2.3696e-06 (4.9883e-03)	
[2024-07-02 14:51:27] [PID 0] [INFO] [Train] Epoch [92/500] [80/168]	 BT 0.320 (0.357)	 DT 0.011 (0.020)	 Loss 3.3778e-06 (4.9867e-03)	
[2024-07-02 14:51:29] [PID 0] [INFO] [Train] Epoch [92/500] [85/168]	 BT 0.353 (0.357)	 DT 0.012 (0.020)	 Loss 1.0583e-05 (4.9851e-03)	
[2024-07-02 14:51:31] [PID 0] [INFO] [Train] Epoch [92/500] [90/168]	 BT 0.382 (0.357)	 DT 0.011 (0.020)	 Loss 8.2070e-06 (4.9835e-03)	
[2024-07-02 14:51:33] [PID 0] [INFO] [Train] Epoch [92/500] [95/168]	 BT 0.350 (0.357)	 DT 0.011 (0.020)	 Loss 2.8596e-05 (4.9818e-03)	
[2024-07-02 14:51:35] [PID 0] [INFO] [Train] Epoch [92/500] [100/168]	 BT 0.345 (0.357)	 DT 0.010 (0.020)	 Loss 6.8609e-06 (4.9802e-03)	
[2024-07-02 14:51:36] [PID 0] [INFO] [Train] Epoch [92/500] [105/168]	 BT 0.353 (0.357)	 DT 0.010 (0.020)	 Loss 9.8572e-06 (4.9786e-03)	
[2024-07-02 14:51:38] [PID 0] [INFO] [Train] Epoch [92/500] [110/168]	 BT 0.334 (0.357)	 DT 0.011 (0.020)	 Loss 5.2425e-06 (4.9770e-03)	
[2024-07-02 14:51:40] [PID 0] [INFO] [Train] Epoch [92/500] [115/168]	 BT 0.356 (0.357)	 DT 0.016 (0.020)	 Loss 1.0264e-05 (4.9753e-03)	
[2024-07-02 14:51:42] [PID 0] [INFO] [Train] Epoch [92/500] [120/168]	 BT 0.356 (0.357)	 DT 0.012 (0.020)	 Loss 3.6195e-05 (4.9737e-03)	
[2024-07-02 14:51:43] [PID 0] [INFO] [Train] Epoch [92/500] [125/168]	 BT 0.351 (0.357)	 DT 0.011 (0.020)	 Loss 1.4967e-05 (4.9721e-03)	
[2024-07-02 14:51:45] [PID 0] [INFO] [Train] Epoch [92/500] [130/168]	 BT 0.366 (0.357)	 DT 0.012 (0.020)	 Loss 2.4246e-06 (4.9705e-03)	
[2024-07-02 14:51:47] [PID 0] [INFO] [Train] Epoch [92/500] [135/168]	 BT 0.329 (0.357)	 DT 0.011 (0.020)	 Loss 1.3239e-05 (4.9689e-03)	
[2024-07-02 14:51:49] [PID 0] [INFO] [Train] Epoch [92/500] [140/168]	 BT 0.339 (0.357)	 DT 0.011 (0.020)	 Loss 3.7483e-05 (4.9673e-03)	
[2024-07-02 14:51:50] [PID 0] [INFO] [Train] Epoch [92/500] [145/168]	 BT 0.333 (0.357)	 DT 0.011 (0.020)	 Loss 1.1217e-06 (4.9656e-03)	
[2024-07-02 14:51:52] [PID 0] [INFO] [Train] Epoch [92/500] [150/168]	 BT 0.371 (0.357)	 DT 0.019 (0.020)	 Loss 8.0281e-06 (4.9640e-03)	
[2024-07-02 14:51:54] [PID 0] [INFO] [Train] Epoch [92/500] [155/168]	 BT 0.350 (0.357)	 DT 0.011 (0.020)	 Loss 5.2552e-06 (4.9624e-03)	
[2024-07-02 14:51:56] [PID 0] [INFO] [Train] Epoch [92/500] [160/168]	 BT 0.347 (0.357)	 DT 0.011 (0.020)	 Loss 2.6153e-06 (4.9608e-03)	
[2024-07-02 14:51:57] [PID 0] [INFO] [Train] Epoch [92/500] [165/168]	 BT 0.341 (0.357)	 DT 0.011 (0.020)	 Loss 5.2791e-06 (4.9592e-03)	
[2024-07-02 14:52:59] [PID 0] [INFO] [Train] Epoch [94/500] [0/168]	 BT 1.134 (0.357)	 DT 0.796 (0.020)	 Loss 1.3089e-06 (4.9054e-03)	
[2024-07-02 14:53:01] [PID 0] [INFO] [Train] Epoch [94/500] [5/168]	 BT 0.365 (0.357)	 DT 0.011 (0.020)	 Loss 3.8693e-06 (4.9038e-03)	
[2024-07-02 14:53:02] [PID 0] [INFO] [Train] Epoch [94/500] [10/168]	 BT 0.372 (0.357)	 DT 0.011 (0.020)	 Loss 2.1973e-06 (4.9022e-03)	
[2024-07-02 14:53:04] [PID 0] [INFO] [Train] Epoch [94/500] [15/168]	 BT 0.345 (0.357)	 DT 0.011 (0.020)	 Loss 6.2832e-06 (4.9007e-03)	
[2024-07-02 14:53:06] [PID 0] [INFO] [Train] Epoch [94/500] [20/168]	 BT 0.362 (0.357)	 DT 0.011 (0.020)	 Loss 5.6395e-06 (4.8991e-03)	
[2024-07-02 14:53:08] [PID 0] [INFO] [Train] Epoch [94/500] [25/168]	 BT 0.348 (0.357)	 DT 0.011 (0.020)	 Loss 4.2487e-06 (4.8975e-03)	
[2024-07-02 14:53:09] [PID 0] [INFO] [Train] Epoch [94/500] [30/168]	 BT 0.344 (0.357)	 DT 0.011 (0.020)	 Loss 2.4575e-06 (4.8959e-03)	
[2024-07-02 14:53:11] [PID 0] [INFO] [Train] Epoch [94/500] [35/168]	 BT 0.360 (0.357)	 DT 0.011 (0.020)	 Loss 9.0163e-06 (4.8944e-03)	
[2024-07-02 14:53:13] [PID 0] [INFO] [Train] Epoch [94/500] [40/168]	 BT 0.348 (0.357)	 DT 0.011 (0.020)	 Loss 2.3006e-05 (4.8928e-03)	
[2024-07-02 14:53:15] [PID 0] [INFO] [Train] Epoch [94/500] [45/168]	 BT 0.349 (0.357)	 DT 0.015 (0.020)	 Loss 2.2285e-06 (4.8912e-03)	
[2024-07-02 14:53:17] [PID 0] [INFO] [Train] Epoch [94/500] [50/168]	 BT 0.343 (0.357)	 DT 0.010 (0.020)	 Loss 3.5739e-06 (4.8897e-03)	
[2024-07-02 14:53:18] [PID 0] [INFO] [Train] Epoch [94/500] [55/168]	 BT 0.321 (0.357)	 DT 0.012 (0.020)	 Loss 7.8714e-06 (4.8881e-03)	
[2024-07-02 14:53:20] [PID 0] [INFO] [Train] Epoch [94/500] [60/168]	 BT 0.349 (0.357)	 DT 0.012 (0.020)	 Loss 2.5262e-06 (4.8866e-03)	
[2024-07-02 14:53:22] [PID 0] [INFO] [Train] Epoch [94/500] [65/168]	 BT 0.342 (0.357)	 DT 0.012 (0.020)	 Loss 5.5457e-05 (4.8850e-03)	
[2024-07-02 14:53:24] [PID 0] [INFO] [Train] Epoch [94/500] [70/168]	 BT 0.344 (0.357)	 DT 0.012 (0.020)	 Loss 6.1642e-06 (4.8834e-03)	
[2024-07-02 14:53:25] [PID 0] [INFO] [Train] Epoch [94/500] [75/168]	 BT 0.340 (0.357)	 DT 0.011 (0.020)	 Loss 6.7584e-06 (4.8819e-03)	
[2024-07-02 14:53:27] [PID 0] [INFO] [Train] Epoch [94/500] [80/168]	 BT 0.350 (0.357)	 DT 0.011 (0.020)	 Loss 1.0425e-05 (4.8803e-03)	
[2024-07-02 14:53:29] [PID 0] [INFO] [Train] Epoch [94/500] [85/168]	 BT 0.377 (0.357)	 DT 0.012 (0.020)	 Loss 8.8586e-06 (4.8788e-03)	
[2024-07-02 14:53:31] [PID 0] [INFO] [Train] Epoch [94/500] [90/168]	 BT 0.350 (0.357)	 DT 0.011 (0.020)	 Loss 1.3631e-06 (4.8772e-03)	
[2024-07-02 14:53:32] [PID 0] [INFO] [Train] Epoch [94/500] [95/168]	 BT 0.360 (0.357)	 DT 0.011 (0.020)	 Loss 5.0069e-05 (4.8756e-03)	
[2024-07-02 14:53:34] [PID 0] [INFO] [Train] Epoch [94/500] [100/168]	 BT 0.354 (0.357)	 DT 0.011 (0.020)	 Loss 1.5680e-06 (4.8741e-03)	
[2024-07-02 14:53:36] [PID 0] [INFO] [Train] Epoch [94/500] [105/168]	 BT 0.344 (0.357)	 DT 0.011 (0.020)	 Loss 2.0981e-06 (4.8725e-03)	
[2024-07-02 14:53:38] [PID 0] [INFO] [Train] Epoch [94/500] [110/168]	 BT 0.333 (0.357)	 DT 0.011 (0.020)	 Loss 1.6115e-05 (4.8710e-03)	
[2024-07-02 14:53:39] [PID 0] [INFO] [Train] Epoch [94/500] [115/168]	 BT 0.350 (0.357)	 DT 0.013 (0.020)	 Loss 5.2288e-06 (4.8694e-03)	
[2024-07-02 14:53:41] [PID 0] [INFO] [Train] Epoch [94/500] [120/168]	 BT 0.328 (0.357)	 DT 0.012 (0.020)	 Loss 6.0177e-05 (4.8679e-03)	
[2024-07-02 14:53:43] [PID 0] [INFO] [Train] Epoch [94/500] [125/168]	 BT 0.358 (0.357)	 DT 0.012 (0.020)	 Loss 9.0565e-06 (4.8663e-03)	
[2024-07-02 14:53:45] [PID 0] [INFO] [Train] Epoch [94/500] [130/168]	 BT 0.376 (0.357)	 DT 0.011 (0.020)	 Loss 4.3106e-06 (4.8648e-03)	
[2024-07-02 14:53:46] [PID 0] [INFO] [Train] Epoch [94/500] [135/168]	 BT 0.332 (0.357)	 DT 0.011 (0.020)	 Loss 2.1896e-06 (4.8632e-03)	
[2024-07-02 14:53:48] [PID 0] [INFO] [Train] Epoch [94/500] [140/168]	 BT 0.335 (0.357)	 DT 0.011 (0.020)	 Loss 1.9008e-06 (4.8617e-03)	
[2024-07-02 14:53:50] [PID 0] [INFO] [Train] Epoch [94/500] [145/168]	 BT 0.341 (0.357)	 DT 0.011 (0.020)	 Loss 7.7126e-06 (4.8601e-03)	
[2024-07-02 14:53:52] [PID 0] [INFO] [Train] Epoch [94/500] [150/168]	 BT 0.365 (0.357)	 DT 0.015 (0.020)	 Loss 8.0078e-06 (4.8586e-03)	
[2024-07-02 14:53:53] [PID 0] [INFO] [Train] Epoch [94/500] [155/168]	 BT 0.363 (0.357)	 DT 0.011 (0.020)	 Loss 2.2372e-06 (4.8571e-03)	
[2024-07-02 14:53:55] [PID 0] [INFO] [Train] Epoch [94/500] [160/168]	 BT 0.335 (0.357)	 DT 0.011 (0.020)	 Loss 1.5634e-05 (4.8555e-03)	
[2024-07-02 14:53:57] [PID 0] [INFO] [Train] Epoch [94/500] [165/168]	 BT 0.329 (0.357)	 DT 0.011 (0.020)	 Loss 8.9092e-06 (4.8540e-03)	
[2024-07-02 14:54:59] [PID 0] [INFO] [Train] Epoch [96/500] [0/168]	 BT 1.473 (0.357)	 DT 1.110 (0.020)	 Loss 8.5080e-06 (4.8024e-03)	
[2024-07-02 14:55:00] [PID 0] [INFO] [Train] Epoch [96/500] [5/168]	 BT 0.346 (0.357)	 DT 0.012 (0.020)	 Loss 4.8019e-06 (4.8009e-03)	
[2024-07-02 14:55:02] [PID 0] [INFO] [Train] Epoch [96/500] [10/168]	 BT 0.335 (0.357)	 DT 0.012 (0.020)	 Loss 5.6869e-06 (4.7994e-03)	
[2024-07-02 14:55:04] [PID 0] [INFO] [Train] Epoch [96/500] [15/168]	 BT 0.368 (0.357)	 DT 0.011 (0.020)	 Loss 5.8280e-04 (4.7980e-03)	
[2024-07-02 14:55:06] [PID 0] [INFO] [Train] Epoch [96/500] [20/168]	 BT 0.325 (0.357)	 DT 0.011 (0.020)	 Loss 3.1128e-05 (4.7965e-03)	
[2024-07-02 14:55:08] [PID 0] [INFO] [Train] Epoch [96/500] [25/168]	 BT 0.353 (0.357)	 DT 0.011 (0.020)	 Loss 1.2600e-06 (4.7949e-03)	
[2024-07-02 14:55:09] [PID 0] [INFO] [Train] Epoch [96/500] [30/168]	 BT 0.370 (0.357)	 DT 0.011 (0.020)	 Loss 3.1397e-05 (4.7934e-03)	
[2024-07-02 14:55:11] [PID 0] [INFO] [Train] Epoch [96/500] [35/168]	 BT 0.357 (0.357)	 DT 0.011 (0.020)	 Loss 3.3336e-06 (4.7919e-03)	
[2024-07-02 14:55:13] [PID 0] [INFO] [Train] Epoch [96/500] [40/168]	 BT 0.359 (0.357)	 DT 0.011 (0.020)	 Loss 1.0500e-05 (4.7904e-03)	
[2024-07-02 14:55:15] [PID 0] [INFO] [Train] Epoch [96/500] [45/168]	 BT 0.323 (0.357)	 DT 0.011 (0.020)	 Loss 1.9112e-06 (4.7889e-03)	
[2024-07-02 14:55:16] [PID 0] [INFO] [Train] Epoch [96/500] [50/168]	 BT 0.342 (0.357)	 DT 0.011 (0.020)	 Loss 5.0949e-06 (4.7874e-03)	
[2024-07-02 14:55:18] [PID 0] [INFO] [Train] Epoch [96/500] [55/168]	 BT 0.364 (0.357)	 DT 0.011 (0.020)	 Loss 1.7965e-06 (4.7859e-03)	
[2024-07-02 14:55:20] [PID 0] [INFO] [Train] Epoch [96/500] [60/168]	 BT 0.351 (0.357)	 DT 0.012 (0.020)	 Loss 8.2056e-06 (4.7844e-03)	
[2024-07-02 14:55:22] [PID 0] [INFO] [Train] Epoch [96/500] [65/168]	 BT 0.343 (0.357)	 DT 0.011 (0.020)	 Loss 6.2812e-06 (4.7829e-03)	
[2024-07-02 14:55:24] [PID 0] [INFO] [Train] Epoch [96/500] [70/168]	 BT 0.374 (0.357)	 DT 0.010 (0.020)	 Loss 3.4697e-06 (4.7814e-03)	
[2024-07-02 14:55:25] [PID 0] [INFO] [Train] Epoch [96/500] [75/168]	 BT 0.351 (0.357)	 DT 0.010 (0.020)	 Loss 1.8129e-05 (4.7799e-03)	
[2024-07-02 14:55:27] [PID 0] [INFO] [Train] Epoch [96/500] [80/168]	 BT 0.340 (0.357)	 DT 0.010 (0.020)	 Loss 4.9696e-06 (4.7785e-03)	
[2024-07-02 14:55:29] [PID 0] [INFO] [Train] Epoch [96/500] [85/168]	 BT 0.324 (0.357)	 DT 0.011 (0.020)	 Loss 7.9954e-06 (4.7770e-03)	
[2024-07-02 14:55:31] [PID 0] [INFO] [Train] Epoch [96/500] [90/168]	 BT 0.351 (0.357)	 DT 0.011 (0.020)	 Loss 1.7463e-06 (4.7755e-03)	
[2024-07-02 14:55:32] [PID 0] [INFO] [Train] Epoch [96/500] [95/168]	 BT 0.343 (0.357)	 DT 0.011 (0.020)	 Loss 6.7858e-06 (4.7740e-03)	
[2024-07-02 14:55:34] [PID 0] [INFO] [Train] Epoch [96/500] [100/168]	 BT 0.335 (0.357)	 DT 0.010 (0.020)	 Loss 3.1151e-06 (4.7725e-03)	
[2024-07-02 14:55:36] [PID 0] [INFO] [Train] Epoch [96/500] [105/168]	 BT 0.362 (0.357)	 DT 0.010 (0.020)	 Loss 7.9721e-06 (4.7710e-03)	
[2024-07-02 14:55:37] [PID 0] [INFO] [Train] Epoch [96/500] [110/168]	 BT 0.324 (0.357)	 DT 0.011 (0.020)	 Loss 8.4453e-06 (4.7695e-03)	
[2024-07-02 14:55:39] [PID 0] [INFO] [Train] Epoch [96/500] [115/168]	 BT 0.364 (0.357)	 DT 0.011 (0.020)	 Loss 1.3526e-05 (4.7680e-03)	
[2024-07-02 14:55:41] [PID 0] [INFO] [Train] Epoch [96/500] [120/168]	 BT 0.346 (0.357)	 DT 0.011 (0.020)	 Loss 3.4170e-06 (4.7666e-03)	
[2024-07-02 14:55:43] [PID 0] [INFO] [Train] Epoch [96/500] [125/168]	 BT 0.359 (0.357)	 DT 0.011 (0.020)	 Loss 6.7562e-06 (4.7651e-03)	
[2024-07-02 14:55:45] [PID 0] [INFO] [Train] Epoch [96/500] [130/168]	 BT 0.327 (0.357)	 DT 0.010 (0.020)	 Loss 1.0644e-05 (4.7636e-03)	
[2024-07-02 14:55:46] [PID 0] [INFO] [Train] Epoch [96/500] [135/168]	 BT 0.328 (0.357)	 DT 0.010 (0.020)	 Loss 6.5681e-07 (4.7621e-03)	
[2024-07-02 14:55:48] [PID 0] [INFO] [Train] Epoch [96/500] [140/168]	 BT 0.339 (0.357)	 DT 0.011 (0.020)	 Loss 4.6763e-05 (4.7606e-03)	
[2024-07-02 14:55:50] [PID 0] [INFO] [Train] Epoch [96/500] [145/168]	 BT 0.346 (0.357)	 DT 0.010 (0.020)	 Loss 2.1280e-05 (4.7591e-03)	
[2024-07-02 14:55:52] [PID 0] [INFO] [Train] Epoch [96/500] [150/168]	 BT 0.364 (0.357)	 DT 0.014 (0.020)	 Loss 3.2984e-05 (4.7577e-03)	
